"","from","to","type","subtype"
"1","EHHADH","GCDH","ECrel","compound"
"2","EHHADH","ECHS1","ECrel","compound"
"3","EHHADH","EHHADH","ECrel","compound"
"4","EHHADH","HADHA","ECrel","compound"
"5","HADH","ECHS1","ECrel","compound"
"6","HADH","EHHADH","ECrel","compound"
"7","HADH","HADHA","ECrel","compound"
"8","IDO2","AFMID","ECrel","compound"
"9","IDO2","TPH2","ECrel","compound"
"10","IDO2","TPH1","ECrel","compound"
"11","IDO2","DDC","ECrel","compound"
"12","IDO2","INMT","ECrel","compound"
"13","IDO2","MAOA","ECrel","compound"
"14","IDO2","MAOB","ECrel","compound"
"15","IDO2","ASMT","ECrel","compound"
"16","IDO2","CYP1A1","ECrel","compound"
"17","IDO2","CYP1A2","ECrel","compound"
"18","IDO2","CYP1B1","ECrel","compound"
"19","IDO1","AFMID","ECrel","compound"
"20","IDO1","TPH2","ECrel","compound"
"21","IDO1","TPH1","ECrel","compound"
"22","IDO1","DDC","ECrel","compound"
"23","IDO1","INMT","ECrel","compound"
"24","IDO1","MAOA","ECrel","compound"
"25","IDO1","MAOB","ECrel","compound"
"26","IDO1","ASMT","ECrel","compound"
"27","IDO1","CYP1A1","ECrel","compound"
"28","IDO1","CYP1A2","ECrel","compound"
"29","IDO1","CYP1B1","ECrel","compound"
"30","IL4I1","TPH2","ECrel","compound"
"31","IL4I1","TPH1","ECrel","compound"
"32","IL4I1","TDO2","ECrel","compound"
"33","IL4I1","DDC","ECrel","compound"
"34","IL4I1","IDO2","ECrel","compound"
"35","IL4I1","IDO1","ECrel","compound"
"36","IL4I1","MAOA","ECrel","compound"
"37","IL4I1","MAOB","ECrel","compound"
"38","IL4I1","AOC1","ECrel","compound"
"39","CYP1A1","ASMT","ECrel","compound"
"40","CYP1A2","ASMT","ECrel","compound"
"41","CYP1B1","ASMT","ECrel","compound"
"42","ASMT","ALDH2","ECrel","compound"
"43","ASMT","ALDH1B1","ECrel","compound"
"44","ASMT","ALDH9A1","ECrel","compound"
"45","ASMT","ALDH3A2","ECrel","compound"
"46","ASMT","ALDH7A1","ECrel","compound"
"47","ASMT","AOX1","ECrel","compound"
"48","ASMT","AANAT","ECrel","compound"
"49","AANAT","DDC","ECrel","compound"
"50","AANAT","INMT","ECrel","compound"
"51","AANAT","IDO2","ECrel","compound"
"52","AANAT","IDO1","ECrel","compound"
"53","AANAT","MAOA","ECrel","compound"
"54","AANAT","MAOB","ECrel","compound"
"55","MAOA","DDC","ECrel","compound"
"56","MAOA","INMT","ECrel","compound"
"57","MAOA","AOX1","ECrel","compound"
"58","MAOA","ALDH2","ECrel","compound"
"59","MAOA","ALDH1B1","ECrel","compound"
"60","MAOA","ALDH9A1","ECrel","compound"
"61","MAOA","ALDH3A2","ECrel","compound"
"62","MAOA","ALDH7A1","ECrel","compound"
"63","MAOB","DDC","ECrel","compound"
"64","MAOB","INMT","ECrel","compound"
"65","MAOB","AOX1","ECrel","compound"
"66","MAOB","ALDH2","ECrel","compound"
"67","MAOB","ALDH1B1","ECrel","compound"
"68","MAOB","ALDH9A1","ECrel","compound"
"69","MAOB","ALDH3A2","ECrel","compound"
"70","MAOB","ALDH7A1","ECrel","compound"
"71","DDC","AFMID","ECrel","compound"
"72","DDC","IDO2","ECrel","compound"
"73","DDC","IDO1","ECrel","compound"
"74","DDC","TPH2","ECrel","compound"
"75","DDC","TPH1","ECrel","compound"
"76","DDC","MAOA","ECrel","compound"
"77","DDC","MAOB","ECrel","compound"
"78","DDC","AOC1","ECrel","compound"
"79","DDC","INMT","ECrel","compound"
"80","DDC","IL4I1","ECrel","compound"
"81","DDC","TDO2","ECrel","compound"
"82","AFMID","KYNU","ECrel","compound"
"83","AFMID","AADAT","ECrel","compound"
"84","AFMID","KYAT3","ECrel","compound"
"85","AFMID","KYAT1","ECrel","compound"
"86","AFMID","KMO","ECrel","compound"
"87","AFMID","TDO2","ECrel","compound"
"88","AFMID","IDO2","ECrel","compound"
"89","AFMID","IDO1","ECrel","compound"
"90","ACAT1","EHHADH","ECrel","compound"
"91","ACAT1","HADH","ECrel","compound"
"92","ACAT2","EHHADH","ECrel","compound"
"93","ACAT2","HADH","ECrel","compound"
"94","ECHS1","GCDH","ECrel","compound"
"95","HADHA","GCDH","ECrel","compound"
"96","GCDH","DLD","ECrel","compound"
"97","GCDH","DLST","ECrel","compound"
"98","GCDH","DHTKD1","ECrel","compound"
"99","ALDH8A1","ACMSD","ECrel","compound"
"100","ACMSD","HAAO","ECrel","compound"
"101","HAAO","KYNU","ECrel","compound"
"102","HAAO","CAT","ECrel","compound"
"103","KYNU","AFMID","ECrel","compound"
"104","KYNU","AADAT","ECrel","compound"
"105","KYNU","KYAT3","ECrel","compound"
"106","KYNU","KYAT1","ECrel","compound"
"107","KYNU","CAT","ECrel","compound"
"108","KYNU","TDO2","ECrel","compound"
"109","KYNU","IDO2","ECrel","compound"
"110","KYNU","IDO1","ECrel","compound"
"111","KMO","KYNU","ECrel","compound"
"112","KMO","AADAT","ECrel","compound"
"113","KMO","KYAT3","ECrel","compound"
"114","KMO","KYAT1","ECrel","compound"
"115","TDO2","TPH2","ECrel","compound"
"116","TDO2","TPH1","ECrel","compound"
"117","TDO2","DDC","ECrel","compound"
"118","TPH2","DDC","ECrel","compound"
"119","TPH2","IDO2","ECrel","compound"
"120","TPH2","IDO1","ECrel","compound"
"121","TPH1","DDC","ECrel","compound"
"122","TPH1","IDO2","ECrel","compound"
"123","TPH1","IDO1","ECrel","compound"
"124","ALDH2","MAOA","ECrel","compound"
"125","ALDH2","MAOB","ECrel","compound"
"126","ALDH2","AOC1","ECrel","compound"
"127","ALDH1B1","MAOA","ECrel","compound"
"128","ALDH1B1","MAOB","ECrel","compound"
"129","ALDH1B1","AOC1","ECrel","compound"
"130","ALDH9A1","MAOA","ECrel","compound"
"131","ALDH9A1","MAOB","ECrel","compound"
"132","ALDH9A1","AOC1","ECrel","compound"
"133","ALDH3A2","MAOA","ECrel","compound"
"134","ALDH3A2","MAOB","ECrel","compound"
"135","ALDH3A2","AOC1","ECrel","compound"
"136","ALDH7A1","MAOA","ECrel","compound"
"137","ALDH7A1","MAOB","ECrel","compound"
"138","ALDH7A1","AOC1","ECrel","compound"
"139","AOC1","INMT","ECrel","compound"
