"","from","to","type","subtype"
"1","ITGB1","SRC","PPrel","activation"
"2","ITGB1","PTK2B","PPrel","activation"
"3","ITGB1","PTK2","PPrel","activation"
"4","ITGB1","FYB1","PPrel","binding/association"
"5","ITGB1","SKAP2","PPrel","binding/association"
"6","ITGB1","RHOG","PPrel","activation"
"7","ITGB1","RHOG","PPrel","indirect effect"
"8","SRC","GIT2","PPrel","activation"
"9","SRC","GIT2","PPrel","phosphorylation"
"10","SRC","ARHGEF7","PPrel","activation"
"11","SRC","ARHGEF7","PPrel","phosphorylation"
"12","SRC","PXN","PPrel","activation"
"13","SRC","PXN","PPrel","phosphorylation"
"14","SRC","BCAR1","PPrel","activation"
"15","SRC","BCAR1","PPrel","phosphorylation"
"16","SRC","CRK","PPrel","activation"
"17","SRC","CRK","PPrel","phosphorylation"
"18","SRC","CRKL","PPrel","activation"
"19","SRC","CRKL","PPrel","phosphorylation"
"20","WASL","ARPC5","PPrel","activation"
"21","WASL","ARPC4","PPrel","activation"
"22","WASL","ARPC3","PPrel","activation"
"23","WASL","ARPC1B","PPrel","activation"
"24","WASL","ACTR3","PPrel","activation"
"25","WASL","ACTR2","PPrel","activation"
"26","WASL","ARPC2","PPrel","activation"
"27","WASL","ARPC1A","PPrel","activation"
"28","WASL","ACTR3B","PPrel","activation"
"29","WASL","ACTR3C","PPrel","activation"
"30","WASL","ARPC5L","PPrel","activation"
"31","ARPC5","ACTB","PPrel","activation"
"32","ARPC5","ACTG1","PPrel","activation"
"33","ARPC4","ACTB","PPrel","activation"
"34","ARPC4","ACTG1","PPrel","activation"
"35","ARPC3","ACTB","PPrel","activation"
"36","ARPC3","ACTG1","PPrel","activation"
"37","ARPC1B","ACTB","PPrel","activation"
"38","ARPC1B","ACTG1","PPrel","activation"
"39","ACTR3","ACTB","PPrel","activation"
"40","ACTR3","ACTG1","PPrel","activation"
"41","ACTR2","ACTB","PPrel","activation"
"42","ACTR2","ACTG1","PPrel","activation"
"43","ARPC2","ACTB","PPrel","activation"
"44","ARPC2","ACTG1","PPrel","activation"
"45","ARPC1A","ACTB","PPrel","activation"
"46","ARPC1A","ACTG1","PPrel","activation"
"47","ACTR3B","ACTB","PPrel","activation"
"48","ACTR3B","ACTG1","PPrel","activation"
"49","ACTR3C","ACTB","PPrel","activation"
"50","ACTR3C","ACTG1","PPrel","activation"
"51","ARPC5L","ACTB","PPrel","activation"
"52","ARPC5L","ACTG1","PPrel","activation"
"53","FN1","ITGB1","PPrel","activation"
"54","FN1","ITGA4","PPrel","activation"
"55","FN1","ITGA5","PPrel","activation"
"56","BCAR1","DOCK1","PPrel","activation"
"57","BCAR1","ELMO2","PPrel","activation"
"58","BCAR1","ELMO1","PPrel","activation"
"59","CRK","DOCK1","PPrel","activation"
"60","CRK","ELMO2","PPrel","activation"
"61","CRK","ELMO1","PPrel","activation"
"62","CRKL","DOCK1","PPrel","activation"
"63","CRKL","ELMO2","PPrel","activation"
"64","CRKL","ELMO1","PPrel","activation"
"65","DOCK1","RAC1","PPrel","activation"
"66","DOCK1","RAC2","PPrel","activation"
"67","DOCK1","RAC3","PPrel","activation"
"68","PTK2B","PXN","PPrel","activation"
"69","PTK2B","PXN","PPrel","phosphorylation"
"70","PTK2B","ARHGEF12","PPrel","activation"
"71","PTK2B","ARHGEF12","PPrel","phosphorylation"
"72","PTK2B","ARHGEF28","PPrel","activation"
"73","PTK2B","ARHGEF28","PPrel","phosphorylation"
"74","PTK2B","ARHGEF1","PPrel","activation"
"75","PTK2B","ARHGEF1","PPrel","phosphorylation"
"76","PTK2B","BCAR1","PPrel","activation"
"77","PTK2B","BCAR1","PPrel","phosphorylation"
"78","PTK2B","CRK","PPrel","activation"
"79","PTK2B","CRK","PPrel","phosphorylation"
"80","PTK2B","CRKL","PPrel","activation"
"81","PTK2B","CRKL","PPrel","phosphorylation"
"82","PTK2","PXN","PPrel","activation"
"83","PTK2","PXN","PPrel","phosphorylation"
"84","PTK2","ARHGEF12","PPrel","activation"
"85","PTK2","ARHGEF12","PPrel","phosphorylation"
"86","PTK2","ARHGEF28","PPrel","activation"
"87","PTK2","ARHGEF28","PPrel","phosphorylation"
"88","PTK2","ARHGEF1","PPrel","activation"
"89","PTK2","ARHGEF1","PPrel","phosphorylation"
"90","PTK2","BCAR1","PPrel","activation"
"91","PTK2","BCAR1","PPrel","phosphorylation"
"92","PTK2","CRK","PPrel","activation"
"93","PTK2","CRK","PPrel","phosphorylation"
"94","PTK2","CRKL","PPrel","activation"
"95","PTK2","CRKL","PPrel","phosphorylation"
