"","from","to","type","subtype"
"1","EGF","EGFR","PPrel","activation"
"2","TGFA","EGFR","PPrel","activation"
"3","PDGFA","PDGFRA","PPrel","activation"
"4","PDGFA","PDGFRB","PPrel","activation"
"5","PDGFB","PDGFRA","PPrel","activation"
"6","PDGFB","PDGFRB","PPrel","activation"
"7","IGF1","IGF1R","PPrel","activation"
"8","EGFR","PLCG1","PPrel","activation"
"9","EGFR","PLCG1","PPrel","phosphorylation"
"10","EGFR","PLCG2","PPrel","activation"
"11","EGFR","PLCG2","PPrel","phosphorylation"
"12","EGFR","SHC2","PPrel","activation"
"13","EGFR","SHC2","PPrel","phosphorylation"
"14","EGFR","SHC4","PPrel","activation"
"15","EGFR","SHC4","PPrel","phosphorylation"
"16","EGFR","SHC3","PPrel","activation"
"17","EGFR","SHC3","PPrel","phosphorylation"
"18","EGFR","SHC1","PPrel","activation"
"19","EGFR","SHC1","PPrel","phosphorylation"
"20","EGFR","P3R3URF-PIK3R3","PPrel","activation"
"21","EGFR","PIK3CA","PPrel","activation"
"22","EGFR","PIK3CB","PPrel","activation"
"23","EGFR","PIK3CD","PPrel","activation"
"24","EGFR","PIK3R1","PPrel","activation"
"25","EGFR","PIK3R2","PPrel","activation"
"26","EGFR","PIK3R3","PPrel","activation"
"27","PDGFRA","PLCG1","PPrel","activation"
"28","PDGFRA","PLCG1","PPrel","phosphorylation"
"29","PDGFRA","PLCG2","PPrel","activation"
"30","PDGFRA","PLCG2","PPrel","phosphorylation"
"31","PDGFRA","SHC2","PPrel","activation"
"32","PDGFRA","SHC2","PPrel","phosphorylation"
"33","PDGFRA","SHC4","PPrel","activation"
"34","PDGFRA","SHC4","PPrel","phosphorylation"
"35","PDGFRA","SHC3","PPrel","activation"
"36","PDGFRA","SHC3","PPrel","phosphorylation"
"37","PDGFRA","SHC1","PPrel","activation"
"38","PDGFRA","SHC1","PPrel","phosphorylation"
"39","PDGFRA","P3R3URF-PIK3R3","PPrel","activation"
"40","PDGFRA","PIK3CA","PPrel","activation"
"41","PDGFRA","PIK3CB","PPrel","activation"
"42","PDGFRA","PIK3CD","PPrel","activation"
"43","PDGFRA","PIK3R1","PPrel","activation"
"44","PDGFRA","PIK3R2","PPrel","activation"
"45","PDGFRA","PIK3R3","PPrel","activation"
"46","PDGFRB","PLCG1","PPrel","activation"
"47","PDGFRB","PLCG1","PPrel","phosphorylation"
"48","PDGFRB","PLCG2","PPrel","activation"
"49","PDGFRB","PLCG2","PPrel","phosphorylation"
"50","PDGFRB","SHC2","PPrel","activation"
"51","PDGFRB","SHC2","PPrel","phosphorylation"
"52","PDGFRB","SHC4","PPrel","activation"
"53","PDGFRB","SHC4","PPrel","phosphorylation"
"54","PDGFRB","SHC3","PPrel","activation"
"55","PDGFRB","SHC3","PPrel","phosphorylation"
"56","PDGFRB","SHC1","PPrel","activation"
"57","PDGFRB","SHC1","PPrel","phosphorylation"
"58","PDGFRB","P3R3URF-PIK3R3","PPrel","activation"
"59","PDGFRB","PIK3CA","PPrel","activation"
"60","PDGFRB","PIK3CB","PPrel","activation"
"61","PDGFRB","PIK3CD","PPrel","activation"
"62","PDGFRB","PIK3R1","PPrel","activation"
"63","PDGFRB","PIK3R2","PPrel","activation"
"64","PDGFRB","PIK3R3","PPrel","activation"
"65","IGF1R","PLCG1","PPrel","activation"
"66","IGF1R","PLCG1","PPrel","phosphorylation"
"67","IGF1R","PLCG2","PPrel","activation"
"68","IGF1R","PLCG2","PPrel","phosphorylation"
"69","IGF1R","SHC2","PPrel","activation"
"70","IGF1R","SHC2","PPrel","phosphorylation"
"71","IGF1R","SHC4","PPrel","activation"
"72","IGF1R","SHC4","PPrel","phosphorylation"
"73","IGF1R","SHC3","PPrel","activation"
"74","IGF1R","SHC3","PPrel","phosphorylation"
"75","IGF1R","SHC1","PPrel","activation"
"76","IGF1R","SHC1","PPrel","phosphorylation"
"77","IGF1R","P3R3URF-PIK3R3","PPrel","activation"
"78","IGF1R","PIK3CA","PPrel","activation"
"79","IGF1R","PIK3CB","PPrel","activation"
"80","IGF1R","PIK3CD","PPrel","activation"
"81","IGF1R","PIK3R1","PPrel","activation"
"82","IGF1R","PIK3R2","PPrel","activation"
"83","IGF1R","PIK3R3","PPrel","activation"
"84","CALML6","CAMK1D","PPrel","activation"
"85","CALML6","CAMK1G","PPrel","activation"
"86","CALML6","CAMK4","PPrel","activation"
"87","CALML6","CAMK2A","PPrel","activation"
"88","CALML6","CAMK2B","PPrel","activation"
"89","CALML6","CAMK2D","PPrel","activation"
"90","CALML6","CAMK2G","PPrel","activation"
"91","CALML6","CAMK1","PPrel","activation"
"92","CALML5","CAMK1D","PPrel","activation"
"93","CALML5","CAMK1G","PPrel","activation"
"94","CALML5","CAMK4","PPrel","activation"
"95","CALML5","CAMK2A","PPrel","activation"
"96","CALML5","CAMK2B","PPrel","activation"
"97","CALML5","CAMK2D","PPrel","activation"
"98","CALML5","CAMK2G","PPrel","activation"
"99","CALML5","CAMK1","PPrel","activation"
"100","CALM1","CAMK1D","PPrel","activation"
"101","CALM1","CAMK1G","PPrel","activation"
"102","CALM1","CAMK4","PPrel","activation"
"103","CALM1","CAMK2A","PPrel","activation"
"104","CALM1","CAMK2B","PPrel","activation"
"105","CALM1","CAMK2D","PPrel","activation"
"106","CALM1","CAMK2G","PPrel","activation"
"107","CALM1","CAMK1","PPrel","activation"
"108","CALM2","CAMK1D","PPrel","activation"
"109","CALM2","CAMK1G","PPrel","activation"
"110","CALM2","CAMK4","PPrel","activation"
"111","CALM2","CAMK2A","PPrel","activation"
"112","CALM2","CAMK2B","PPrel","activation"
"113","CALM2","CAMK2D","PPrel","activation"
"114","CALM2","CAMK2G","PPrel","activation"
"115","CALM2","CAMK1","PPrel","activation"
"116","CALM3","CAMK1D","PPrel","activation"
"117","CALM3","CAMK1G","PPrel","activation"
"118","CALM3","CAMK4","PPrel","activation"
"119","CALM3","CAMK2A","PPrel","activation"
"120","CALM3","CAMK2B","PPrel","activation"
"121","CALM3","CAMK2D","PPrel","activation"
"122","CALM3","CAMK2G","PPrel","activation"
"123","CALM3","CAMK1","PPrel","activation"
"124","CALML3","CAMK1D","PPrel","activation"
"125","CALML3","CAMK1G","PPrel","activation"
"126","CALML3","CAMK4","PPrel","activation"
"127","CALML3","CAMK2A","PPrel","activation"
"128","CALML3","CAMK2B","PPrel","activation"
"129","CALML3","CAMK2D","PPrel","activation"
"130","CALML3","CAMK2G","PPrel","activation"
"131","CALML3","CAMK1","PPrel","activation"
"132","CALML4","CAMK1D","PPrel","activation"
"133","CALML4","CAMK1G","PPrel","activation"
"134","CALML4","CAMK4","PPrel","activation"
"135","CALML4","CAMK2A","PPrel","activation"
"136","CALML4","CAMK2B","PPrel","activation"
"137","CALML4","CAMK2D","PPrel","activation"
"138","CALML4","CAMK2G","PPrel","activation"
"139","CALML4","CAMK1","PPrel","activation"
"140","CAMK1D","HRAS","PPrel","activation"
"141","CAMK1D","HRAS","PPrel","indirect effect"
"142","CAMK1D","KRAS","PPrel","activation"
"143","CAMK1D","KRAS","PPrel","indirect effect"
"144","CAMK1D","NRAS","PPrel","activation"
"145","CAMK1D","NRAS","PPrel","indirect effect"
"146","CAMK1G","HRAS","PPrel","activation"
"147","CAMK1G","HRAS","PPrel","indirect effect"
"148","CAMK1G","KRAS","PPrel","activation"
"149","CAMK1G","KRAS","PPrel","indirect effect"
"150","CAMK1G","NRAS","PPrel","activation"
"151","CAMK1G","NRAS","PPrel","indirect effect"
"152","CAMK4","HRAS","PPrel","activation"
"153","CAMK4","HRAS","PPrel","indirect effect"
"154","CAMK4","KRAS","PPrel","activation"
"155","CAMK4","KRAS","PPrel","indirect effect"
"156","CAMK4","NRAS","PPrel","activation"
"157","CAMK4","NRAS","PPrel","indirect effect"
"158","CAMK2A","HRAS","PPrel","activation"
"159","CAMK2A","HRAS","PPrel","indirect effect"
"160","CAMK2A","KRAS","PPrel","activation"
"161","CAMK2A","KRAS","PPrel","indirect effect"
"162","CAMK2A","NRAS","PPrel","activation"
"163","CAMK2A","NRAS","PPrel","indirect effect"
"164","CAMK2B","HRAS","PPrel","activation"
"165","CAMK2B","HRAS","PPrel","indirect effect"
"166","CAMK2B","KRAS","PPrel","activation"
"167","CAMK2B","KRAS","PPrel","indirect effect"
"168","CAMK2B","NRAS","PPrel","activation"
"169","CAMK2B","NRAS","PPrel","indirect effect"
"170","CAMK2D","HRAS","PPrel","activation"
"171","CAMK2D","HRAS","PPrel","indirect effect"
"172","CAMK2D","KRAS","PPrel","activation"
"173","CAMK2D","KRAS","PPrel","indirect effect"
"174","CAMK2D","NRAS","PPrel","activation"
"175","CAMK2D","NRAS","PPrel","indirect effect"
"176","CAMK2G","HRAS","PPrel","activation"
"177","CAMK2G","HRAS","PPrel","indirect effect"
"178","CAMK2G","KRAS","PPrel","activation"
"179","CAMK2G","KRAS","PPrel","indirect effect"
"180","CAMK2G","NRAS","PPrel","activation"
"181","CAMK2G","NRAS","PPrel","indirect effect"
"182","CAMK1","HRAS","PPrel","activation"
"183","CAMK1","HRAS","PPrel","indirect effect"
"184","CAMK1","KRAS","PPrel","activation"
"185","CAMK1","KRAS","PPrel","indirect effect"
"186","CAMK1","NRAS","PPrel","activation"
"187","CAMK1","NRAS","PPrel","indirect effect"
"188","PRKCA","HRAS","PPrel","activation"
"189","PRKCA","HRAS","PPrel","indirect effect"
"190","PRKCA","KRAS","PPrel","activation"
"191","PRKCA","KRAS","PPrel","indirect effect"
"192","PRKCA","NRAS","PPrel","activation"
"193","PRKCA","NRAS","PPrel","indirect effect"
"194","PRKCB","HRAS","PPrel","activation"
"195","PRKCB","HRAS","PPrel","indirect effect"
"196","PRKCB","KRAS","PPrel","activation"
"197","PRKCB","KRAS","PPrel","indirect effect"
"198","PRKCB","NRAS","PPrel","activation"
"199","PRKCB","NRAS","PPrel","indirect effect"
"200","PRKCG","HRAS","PPrel","activation"
"201","PRKCG","HRAS","PPrel","indirect effect"
"202","PRKCG","KRAS","PPrel","activation"
"203","PRKCG","KRAS","PPrel","indirect effect"
"204","PRKCG","NRAS","PPrel","activation"
"205","PRKCG","NRAS","PPrel","indirect effect"
"206","SHC2","GRB2","PPrel","activation"
"207","SHC4","GRB2","PPrel","activation"
"208","SHC3","GRB2","PPrel","activation"
"209","SHC1","GRB2","PPrel","activation"
"210","GRB2","SOS1","PPrel","activation"
"211","GRB2","SOS2","PPrel","activation"
"212","SOS1","HRAS","PPrel","activation"
"213","SOS1","KRAS","PPrel","activation"
"214","SOS1","NRAS","PPrel","activation"
"215","SOS2","HRAS","PPrel","activation"
"216","SOS2","KRAS","PPrel","activation"
"217","SOS2","NRAS","PPrel","activation"
"218","ARAF","MAP2K1","PPrel","activation"
"219","ARAF","MAP2K1","PPrel","phosphorylation"
"220","ARAF","MAP2K2","PPrel","activation"
"221","ARAF","MAP2K2","PPrel","phosphorylation"
"222","RAF1","MAP2K1","PPrel","activation"
"223","RAF1","MAP2K1","PPrel","phosphorylation"
"224","RAF1","MAP2K2","PPrel","activation"
"225","RAF1","MAP2K2","PPrel","phosphorylation"
"226","BRAF","MAP2K1","PPrel","activation"
"227","BRAF","MAP2K1","PPrel","phosphorylation"
"228","BRAF","MAP2K2","PPrel","activation"
"229","BRAF","MAP2K2","PPrel","phosphorylation"
"230","MAP2K1","MAPK1","PPrel","activation"
"231","MAP2K1","MAPK1","PPrel","phosphorylation"
