"","from","to","type","subtype"
"1","ESR1","CCND1","GErel","expression"
"2","ESR1","MYC","GErel","expression"
"3","ESR2","CCND1","GErel","expression"
"4","ESR2","MYC","GErel","expression"
"5","EGFR","SHC2","PPrel","activation"
"6","EGFR","SHC4","PPrel","activation"
"7","EGFR","SHC3","PPrel","activation"
"8","EGFR","SHC1","PPrel","activation"
"9","EGFR","P3R3URF-PIK3R3","PPrel","activation"
"10","EGFR","PIK3CA","PPrel","activation"
"11","EGFR","PIK3CB","PPrel","activation"
"12","EGFR","PIK3CD","PPrel","activation"
"13","EGFR","PIK3R1","PPrel","activation"
"14","EGFR","PIK3R2","PPrel","activation"
"15","EGFR","PIK3R3","PPrel","activation"
"16","HRAS","ARAF","PPrel","activation"
"17","HRAS","RAF1","PPrel","activation"
"18","HRAS","BRAF","PPrel","activation"
"19","KRAS","ARAF","PPrel","activation"
"20","KRAS","RAF1","PPrel","activation"
"21","KRAS","BRAF","PPrel","activation"
"22","NRAS","ARAF","PPrel","activation"
"23","NRAS","RAF1","PPrel","activation"
"24","NRAS","BRAF","PPrel","activation"
"25","ARAF","MAP2K1","PPrel","activation"
"26","ARAF","MAP2K1","PPrel","phosphorylation"
"27","ARAF","MAP2K2","PPrel","activation"
"28","ARAF","MAP2K2","PPrel","phosphorylation"
"29","RAF1","MAP2K1","PPrel","activation"
"30","RAF1","MAP2K1","PPrel","phosphorylation"
"31","RAF1","MAP2K2","PPrel","activation"
"32","RAF1","MAP2K2","PPrel","phosphorylation"
"33","BRAF","MAP2K1","PPrel","activation"
"34","BRAF","MAP2K1","PPrel","phosphorylation"
"35","BRAF","MAP2K2","PPrel","activation"
"36","BRAF","MAP2K2","PPrel","phosphorylation"
"37","MAP2K1","MAPK1","PPrel","activation"
"38","MAP2K1","MAPK1","PPrel","phosphorylation"
"39","MAP2K1","MAPK3","PPrel","activation"
"40","MAP2K1","MAPK3","PPrel","phosphorylation"
"41","MAP2K2","MAPK1","PPrel","activation"
"42","MAP2K2","MAPK1","PPrel","phosphorylation"
"43","MAP2K2","MAPK3","PPrel","activation"
"44","MAP2K2","MAPK3","PPrel","phosphorylation"
"45","SHC2","GRB2","PPrel","activation"
"46","SHC4","GRB2","PPrel","activation"
"47","SHC3","GRB2","PPrel","activation"
"48","SHC1","GRB2","PPrel","activation"
"49","GRB2","SOS1","PPrel","activation"
"50","GRB2","SOS2","PPrel","activation"
"51","SOS1","HRAS","PPrel","activation"
"52","SOS1","KRAS","PPrel","activation"
"53","SOS1","NRAS","PPrel","activation"
"54","SOS2","HRAS","PPrel","activation"
"55","SOS2","KRAS","PPrel","activation"
"56","SOS2","NRAS","PPrel","activation"
"57","JAG1","NOTCH1","PPrel","activation"
"58","JAG1","NOTCH2","PPrel","activation"
"59","JAG1","NOTCH3","PPrel","activation"
"60","JAG1","NOTCH4","PPrel","activation"
"61","JAG2","NOTCH1","PPrel","activation"
"62","JAG2","NOTCH2","PPrel","activation"
"63","JAG2","NOTCH3","PPrel","activation"
"64","JAG2","NOTCH4","PPrel","activation"
"65","NOTCH1","ERBB2","GErel","expression"
"66","NOTCH1","HES1","GErel","expression"
"67","NOTCH1","HES5","GErel","expression"
"68","NOTCH1","HEY1","GErel","expression"
"69","NOTCH1","HEY2","GErel","expression"
"70","NOTCH1","HEYL","GErel","expression"
"71","NOTCH1","FLT4","GErel","expression"
"72","NOTCH2","ERBB2","GErel","expression"
"73","NOTCH2","HES1","GErel","expression"
"74","NOTCH2","HES5","GErel","expression"
"75","NOTCH2","HEY1","GErel","expression"
"76","NOTCH2","HEY2","GErel","expression"
"77","NOTCH2","HEYL","GErel","expression"
"78","NOTCH2","FLT4","GErel","expression"
"79","NOTCH3","ERBB2","GErel","expression"
"80","NOTCH3","HES1","GErel","expression"
"81","NOTCH3","HES5","GErel","expression"
"82","NOTCH3","HEY1","GErel","expression"
"83","NOTCH3","HEY2","GErel","expression"
"84","NOTCH3","HEYL","GErel","expression"
"85","NOTCH3","FLT4","GErel","expression"
"86","NOTCH4","ERBB2","GErel","expression"
"87","NOTCH4","HES1","GErel","expression"
"88","NOTCH4","HES5","GErel","expression"
"89","NOTCH4","HEY1","GErel","expression"
"90","NOTCH4","HEY2","GErel","expression"
"91","NOTCH4","HEYL","GErel","expression"
"92","NOTCH4","FLT4","GErel","expression"
"93","MTOR","RPS6KB1","PPrel","activation"
"94","MTOR","RPS6KB2","PPrel","activation"
"95","IGF1","IGF1R","PPrel","activation"
"96","IGF1R","SHC2","PPrel","activation"
"97","IGF1R","SHC4","PPrel","activation"
"98","IGF1R","SHC3","PPrel","activation"
"99","IGF1R","SHC1","PPrel","activation"
"100","IGF1R","P3R3URF-PIK3R3","PPrel","activation"
"101","IGF1R","PIK3CA","PPrel","activation"
"102","IGF1R","PIK3CB","PPrel","activation"
"103","IGF1R","PIK3CD","PPrel","activation"
"104","IGF1R","PIK3R1","PPrel","activation"
"105","IGF1R","PIK3R2","PPrel","activation"
"106","IGF1R","PIK3R3","PPrel","activation"
"107","ERBB2","SHC2","PPrel","activation"
"108","ERBB2","SHC4","PPrel","activation"
"109","ERBB2","SHC3","PPrel","activation"
"110","ERBB2","SHC1","PPrel","activation"
"111","ERBB2","P3R3URF-PIK3R3","PPrel","activation"
"112","ERBB2","PIK3CA","PPrel","activation"
"113","ERBB2","PIK3CB","PPrel","activation"
"114","ERBB2","PIK3CD","PPrel","activation"
"115","ERBB2","PIK3R1","PPrel","activation"
"116","ERBB2","PIK3R2","PPrel","activation"
"117","ERBB2","PIK3R3","PPrel","activation"
"118","DLL3","NOTCH1","PPrel","activation"
"119","DLL3","NOTCH2","PPrel","activation"
"120","DLL3","NOTCH3","PPrel","activation"
"121","DLL3","NOTCH4","PPrel","activation"
"122","DLL1","NOTCH1","PPrel","activation"
"123","DLL1","NOTCH2","PPrel","activation"
"124","DLL1","NOTCH3","PPrel","activation"
"125","DLL1","NOTCH4","PPrel","activation"
"126","DLL4","NOTCH1","PPrel","activation"
"127","DLL4","NOTCH2","PPrel","activation"
"128","DLL4","NOTCH3","PPrel","activation"
"129","DLL4","NOTCH4","PPrel","activation"
"130","PGR","WNT4","GErel","expression"
"131","PGR","WNT1","GErel","expression"
"132","PGR","TNFSF11","GErel","expression"
"133","AKT3","MTOR","PPrel","activation"
"134","AKT3","MTOR","PPrel","indirect effect"
"135","AKT1","MTOR","PPrel","activation"
"136","AKT1","MTOR","PPrel","indirect effect"
"137","AKT2","MTOR","PPrel","activation"
"138","AKT2","MTOR","PPrel","indirect effect"
"139","CCND1","RB1","PPrel","activation"
"140","CCND1","RB1","PPrel","phosphorylation"
"141","LEF1","MYC","GErel","expression"
"142","LEF1","CCND1","GErel","expression"
"143","TCF7","MYC","GErel","expression"
"144","TCF7","CCND1","GErel","expression"
"145","TCF7L2","MYC","GErel","expression"
"146","TCF7L2","CCND1","GErel","expression"
"147","TCF7L1","MYC","GErel","expression"
"148","TCF7L1","CCND1","GErel","expression"
"149","AXIN1","APC2","PPrel","binding/association"
"150","AXIN1","APC","PPrel","binding/association"
"151","AXIN2","APC2","PPrel","binding/association"
"152","AXIN2","APC","PPrel","binding/association"
"153","CTNNB1","CSNK1A1L","PPrel","binding/association"
"154","CTNNB1","CSNK1A1","PPrel","binding/association"
"155","CTNNB1","LEF1","PPrel","activation"
"156","CTNNB1","TCF7","PPrel","activation"
"157","CTNNB1","TCF7L2","PPrel","activation"
"158","CTNNB1","TCF7L1","PPrel","activation"
"159","GSK3B","CTNNB1","PPrel","inhibition"
"160","GSK3B","CTNNB1","PPrel","phosphorylation"
"161","GSK3B","AXIN1","PPrel","binding/association"
"162","GSK3B","AXIN2","PPrel","binding/association"
"163","FRAT1","DVL1","PPrel","binding/association"
"164","FRAT1","DVL2","PPrel","binding/association"
"165","FRAT1","DVL3","PPrel","binding/association"
"166","FRAT2","DVL1","PPrel","binding/association"
"167","FRAT2","DVL2","PPrel","binding/association"
"168","FRAT2","DVL3","PPrel","binding/association"
"169","DVL1","GSK3B","PPrel","inhibition"
"170","DVL2","GSK3B","PPrel","inhibition"
"171","DVL3","GSK3B","PPrel","inhibition"
"172","FZD10","DVL1","PPrel","activation"
"173","FZD10","DVL2","PPrel","activation"
"174","FZD10","DVL3","PPrel","activation"
"175","FZD2","DVL1","PPrel","activation"
"176","FZD2","DVL2","PPrel","activation"
"177","FZD2","DVL3","PPrel","activation"
"178","FZD5","DVL1","PPrel","activation"
"179","FZD5","DVL2","PPrel","activation"
"180","FZD5","DVL3","PPrel","activation"
"181","FZD3","DVL1","PPrel","activation"
"182","FZD3","DVL2","PPrel","activation"
"183","FZD3","DVL3","PPrel","activation"
"184","FZD1","DVL1","PPrel","activation"
"185","FZD1","DVL2","PPrel","activation"
"186","FZD1","DVL3","PPrel","activation"
"187","FZD4","DVL1","PPrel","activation"
"188","FZD4","DVL2","PPrel","activation"
"189","FZD4","DVL3","PPrel","activation"
"190","FZD6","DVL1","PPrel","activation"
"191","FZD6","DVL2","PPrel","activation"
"192","FZD6","DVL3","PPrel","activation"
"193","FZD7","DVL1","PPrel","activation"
"194","FZD7","DVL2","PPrel","activation"
"195","FZD7","DVL3","PPrel","activation"
"196","FZD8","DVL1","PPrel","activation"
"197","FZD8","DVL2","PPrel","activation"
"198","FZD8","DVL3","PPrel","activation"
"199","FZD9","DVL1","PPrel","activation"
"200","FZD9","DVL2","PPrel","activation"
"201","FZD9","DVL3","PPrel","activation"
"202","WNT16","LRP6","PPrel","activation"
"203","WNT16","LRP5","PPrel","activation"
"204","WNT16","FZD10","PPrel","activation"
"205","WNT16","FZD2","PPrel","activation"
"206","WNT16","FZD5","PPrel","activation"
"207","WNT16","FZD3","PPrel","activation"
"208","WNT16","FZD1","PPrel","activation"
"209","WNT16","FZD4","PPrel","activation"
"210","WNT16","FZD6","PPrel","activation"
"211","WNT16","FZD7","PPrel","activation"
"212","WNT16","FZD8","PPrel","activation"
"213","WNT16","FZD9","PPrel","activation"
"214","WNT4","LRP6","PPrel","activation"
"215","WNT4","LRP5","PPrel","activation"
"216","WNT4","FZD10","PPrel","activation"
"217","WNT4","FZD2","PPrel","activation"
"218","WNT4","FZD5","PPrel","activation"
"219","WNT4","FZD3","PPrel","activation"
"220","WNT4","FZD1","PPrel","activation"
"221","WNT4","FZD4","PPrel","activation"
"222","WNT4","FZD6","PPrel","activation"
"223","WNT4","FZD7","PPrel","activation"
"224","WNT4","FZD8","PPrel","activation"
"225","WNT4","FZD9","PPrel","activation"
"226","WNT1","LRP6","PPrel","activation"
"227","WNT1","LRP5","PPrel","activation"
"228","WNT1","FZD10","PPrel","activation"
"229","WNT1","FZD2","PPrel","activation"
"230","WNT1","FZD5","PPrel","activation"
"231","WNT1","FZD3","PPrel","activation"
"232","WNT1","FZD1","PPrel","activation"
"233","WNT1","FZD4","PPrel","activation"
"234","WNT1","FZD6","PPrel","activation"
"235","WNT1","FZD7","PPrel","activation"
"236","WNT1","FZD8","PPrel","activation"
"237","WNT1","FZD9","PPrel","activation"
"238","WNT2","LRP6","PPrel","activation"
"239","WNT2","LRP5","PPrel","activation"
"240","WNT2","FZD10","PPrel","activation"
"241","WNT2","FZD2","PPrel","activation"
"242","WNT2","FZD5","PPrel","activation"
"243","WNT2","FZD3","PPrel","activation"
"244","WNT2","FZD1","PPrel","activation"
"245","WNT2","FZD4","PPrel","activation"
"246","WNT2","FZD6","PPrel","activation"
"247","WNT2","FZD7","PPrel","activation"
"248","WNT2","FZD8","PPrel","activation"
"249","WNT2","FZD9","PPrel","activation"
"250","WNT3","LRP6","PPrel","activation"
"251","WNT3","LRP5","PPrel","activation"
"252","WNT3","FZD10","PPrel","activation"
"253","WNT3","FZD2","PPrel","activation"
"254","WNT3","FZD5","PPrel","activation"
"255","WNT3","FZD3","PPrel","activation"
"256","WNT3","FZD1","PPrel","activation"
"257","WNT3","FZD4","PPrel","activation"
"258","WNT3","FZD6","PPrel","activation"
"259","WNT3","FZD7","PPrel","activation"
"260","WNT3","FZD8","PPrel","activation"
"261","WNT3","FZD9","PPrel","activation"
"262","WNT5A","LRP6","PPrel","activation"
"263","WNT5A","LRP5","PPrel","activation"
"264","WNT5A","FZD10","PPrel","activation"
"265","WNT5A","FZD2","PPrel","activation"
"266","WNT5A","FZD5","PPrel","activation"
"267","WNT5A","FZD3","PPrel","activation"
"268","WNT5A","FZD1","PPrel","activation"
"269","WNT5A","FZD4","PPrel","activation"
"270","WNT5A","FZD6","PPrel","activation"
"271","WNT5A","FZD7","PPrel","activation"
"272","WNT5A","FZD8","PPrel","activation"
"273","WNT5A","FZD9","PPrel","activation"
"274","WNT6","LRP6","PPrel","activation"
"275","WNT6","LRP5","PPrel","activation"
"276","WNT6","FZD10","PPrel","activation"
"277","WNT6","FZD2","PPrel","activation"
"278","WNT6","FZD5","PPrel","activation"
"279","WNT6","FZD3","PPrel","activation"
"280","WNT6","FZD1","PPrel","activation"
"281","WNT6","FZD4","PPrel","activation"
"282","WNT6","FZD6","PPrel","activation"
"283","WNT6","FZD7","PPrel","activation"
"284","WNT6","FZD8","PPrel","activation"
"285","WNT6","FZD9","PPrel","activation"
"286","WNT7A","LRP6","PPrel","activation"
"287","WNT7A","LRP5","PPrel","activation"
"288","WNT7A","FZD10","PPrel","activation"
"289","WNT7A","FZD2","PPrel","activation"
"290","WNT7A","FZD5","PPrel","activation"
"291","WNT7A","FZD3","PPrel","activation"
