"","from","to","type","subtype"
"1","ADCY1","PRKACA","PPrel","compound"
"2","ADCY1","PRKACB","PPrel","compound"
"3","ADCY1","PRKACG","PPrel","compound"
"4","ADCY3","PRKACA","PPrel","compound"
"5","ADCY3","PRKACB","PPrel","compound"
"6","ADCY3","PRKACG","PPrel","compound"
"7","ADCY8","PRKACA","PPrel","compound"
"8","ADCY8","PRKACB","PPrel","compound"
"9","ADCY8","PRKACG","PPrel","compound"
"10","CAMK1D","CALML6","PPrel","binding/association"
"11","CAMK1D","CALML5","PPrel","binding/association"
"12","CAMK1D","CALM1","PPrel","binding/association"
"13","CAMK1D","CALM2","PPrel","binding/association"
"14","CAMK1D","CALM3","PPrel","binding/association"
"15","CAMK1D","CALML3","PPrel","binding/association"
"16","CAMK1D","CALML4","PPrel","binding/association"
"17","CAMK1G","CALML6","PPrel","binding/association"
"18","CAMK1G","CALML5","PPrel","binding/association"
"19","CAMK1G","CALM1","PPrel","binding/association"
"20","CAMK1G","CALM2","PPrel","binding/association"
"21","CAMK1G","CALM3","PPrel","binding/association"
"22","CAMK1G","CALML3","PPrel","binding/association"
"23","CAMK1G","CALML4","PPrel","binding/association"
"24","CAMK4","CALML6","PPrel","binding/association"
"25","CAMK4","CALML5","PPrel","binding/association"
"26","CAMK4","CALM1","PPrel","binding/association"
"27","CAMK4","CALM2","PPrel","binding/association"
"28","CAMK4","CALM3","PPrel","binding/association"
"29","CAMK4","CALML3","PPrel","binding/association"
"30","CAMK4","CALML4","PPrel","binding/association"
"31","CAMK2A","CALML6","PPrel","binding/association"
"32","CAMK2A","CALML5","PPrel","binding/association"
"33","CAMK2A","CALM1","PPrel","binding/association"
"34","CAMK2A","CALM2","PPrel","binding/association"
"35","CAMK2A","CALM3","PPrel","binding/association"
"36","CAMK2A","CALML3","PPrel","binding/association"
"37","CAMK2A","CALML4","PPrel","binding/association"
"38","CAMK2B","CALML6","PPrel","binding/association"
"39","CAMK2B","CALML5","PPrel","binding/association"
"40","CAMK2B","CALM1","PPrel","binding/association"
"41","CAMK2B","CALM2","PPrel","binding/association"
"42","CAMK2B","CALM3","PPrel","binding/association"
"43","CAMK2B","CALML3","PPrel","binding/association"
"44","CAMK2B","CALML4","PPrel","binding/association"
"45","CAMK2D","CALML6","PPrel","binding/association"
"46","CAMK2D","CALML5","PPrel","binding/association"
"47","CAMK2D","CALM1","PPrel","binding/association"
"48","CAMK2D","CALM2","PPrel","binding/association"
"49","CAMK2D","CALM3","PPrel","binding/association"
"50","CAMK2D","CALML3","PPrel","binding/association"
"51","CAMK2D","CALML4","PPrel","binding/association"
"52","CAMK2G","CALML6","PPrel","binding/association"
"53","CAMK2G","CALML5","PPrel","binding/association"
"54","CAMK2G","CALM1","PPrel","binding/association"
"55","CAMK2G","CALM2","PPrel","binding/association"
"56","CAMK2G","CALM3","PPrel","binding/association"
"57","CAMK2G","CALML3","PPrel","binding/association"
"58","CAMK2G","CALML4","PPrel","binding/association"
"59","CAMK1","CALML6","PPrel","binding/association"
"60","CAMK1","CALML5","PPrel","binding/association"
"61","CAMK1","CALM1","PPrel","binding/association"
"62","CAMK1","CALM2","PPrel","binding/association"
"63","CAMK1","CALM3","PPrel","binding/association"
"64","CAMK1","CALML3","PPrel","binding/association"
"65","CAMK1","CALML4","PPrel","binding/association"
"66","PPP3CA","CALML6","PPrel","binding/association"
"67","PPP3CA","CALML5","PPrel","binding/association"
"68","PPP3CA","CALM1","PPrel","binding/association"
"69","PPP3CA","CALM2","PPrel","binding/association"
"70","PPP3CA","CALM3","PPrel","binding/association"
"71","PPP3CA","CALML3","PPrel","binding/association"
"72","PPP3CA","CALML4","PPrel","binding/association"
"73","PPP3CA","NFATC1","PPrel","activation"
"74","PPP3CA","NFATC1","PPrel","dephosphorylation"
"75","PPP3CA","NFATC2","PPrel","activation"
"76","PPP3CA","NFATC2","PPrel","dephosphorylation"
"77","PPP3CA","NFATC3","PPrel","activation"
"78","PPP3CA","NFATC3","PPrel","dephosphorylation"
"79","PPP3CA","NFATC4","PPrel","activation"
"80","PPP3CA","NFATC4","PPrel","dephosphorylation"
"81","PPP3CA","TFEB","PPrel","activation"
"82","PPP3CA","TFEB","PPrel","dephosphorylation"
"83","PPP3CB","CALML6","PPrel","binding/association"
"84","PPP3CB","CALML5","PPrel","binding/association"
"85","PPP3CB","CALM1","PPrel","binding/association"
"86","PPP3CB","CALM2","PPrel","binding/association"
