"","from","to","type","subtype"
"1","GUSB","UGT2B11","ECrel","compound"
"2","GUSB","UGT2A1","ECrel","compound"
"3","GUSB","UGT2B28","ECrel","compound"
"4","GUSB","UGT1A10","ECrel","compound"
"5","GUSB","UGT1A8","ECrel","compound"
"6","GUSB","UGT1A7","ECrel","compound"
"7","GUSB","UGT1A6","ECrel","compound"
"8","GUSB","UGT1A5","ECrel","compound"
"9","GUSB","UGT1A9","ECrel","compound"
"10","GUSB","UGT1A4","ECrel","compound"
"11","GUSB","UGT1A1","ECrel","compound"
"12","GUSB","UGT1A3","ECrel","compound"
"13","GUSB","UGT2A2","ECrel","compound"
"14","GUSB","UGT2B4","ECrel","compound"
"15","GUSB","UGT2B7","ECrel","compound"
"16","GUSB","UGT2B10","ECrel","compound"
"17","GUSB","UGT2B15","ECrel","compound"
"18","GUSB","UGT2B17","ECrel","compound"
"19","GUSB","UGT2A3","ECrel","compound"
"20","GUSB","AKR1A1","ECrel","compound"
"21","KL","UGT2B11","ECrel","compound"
"22","KL","UGT2A1","ECrel","compound"
"23","KL","UGT2B28","ECrel","compound"
"24","KL","UGT1A10","ECrel","compound"
"25","KL","UGT1A8","ECrel","compound"
"26","KL","UGT1A7","ECrel","compound"
"27","KL","UGT1A6","ECrel","compound"
"28","KL","UGT1A5","ECrel","compound"
"29","KL","UGT1A9","ECrel","compound"
"30","KL","UGT1A4","ECrel","compound"
"31","KL","UGT1A1","ECrel","compound"
"32","KL","UGT1A3","ECrel","compound"
"33","KL","UGT2A2","ECrel","compound"
"34","KL","UGT2B4","ECrel","compound"
"35","KL","UGT2B7","ECrel","compound"
"36","KL","UGT2B10","ECrel","compound"
"37","KL","UGT2B15","ECrel","compound"
"38","KL","UGT2B17","ECrel","compound"
"39","KL","UGT2A3","ECrel","compound"
"40","KL","AKR1A1","ECrel","compound"
"41","FGGY","RPE","ECrel","compound"
"42","FGGY","RPEL1","ECrel","compound"
"43","RPE","XYLB","ECrel","compound"
"44","RPEL1","XYLB","ECrel","compound"
"45","AKR1B1","SORD","ECrel","compound"
"46","AKR1B15","SORD","ECrel","compound"
"47","AKR1B10","SORD","ECrel","compound"
"48","DCXR","AKR1B1","ECrel","compound"
"49","DCXR","AKR1B15","ECrel","compound"
"50","DCXR","AKR1B10","ECrel","compound"
"51","UGP2","UGDH","ECrel","compound"
"52","UGT2B11","UGDH","ECrel","compound"
"53","UGT2A1","UGDH","ECrel","compound"
"54","UGT2B28","UGDH","ECrel","compound"
"55","UGT1A10","UGDH","ECrel","compound"
"56","UGT1A8","UGDH","ECrel","compound"
"57","UGT1A7","UGDH","ECrel","compound"
"58","UGT1A6","UGDH","ECrel","compound"
"59","UGT1A5","UGDH","ECrel","compound"
"60","UGT1A9","UGDH","ECrel","compound"
"61","UGT1A4","UGDH","ECrel","compound"
"62","UGT1A1","UGDH","ECrel","compound"
"63","UGT1A3","UGDH","ECrel","compound"
"64","UGT2A2","UGDH","ECrel","compound"
"65","UGT2B4","UGDH","ECrel","compound"
"66","UGT2B7","UGDH","ECrel","compound"
"67","UGT2B10","UGDH","ECrel","compound"
"68","UGT2B15","UGDH","ECrel","compound"
"69","UGT2B17","UGDH","ECrel","compound"
"70","UGT2A3","UGDH","ECrel","compound"
"71","DHDH","AKR1B1","ECrel","compound"
"72","DHDH","AKR1B15","ECrel","compound"
"73","DHDH","AKR1B10","ECrel","compound"
"74","SORD","DCXR","ECrel","compound"
"75","AKR1A1","CRYL1","ECrel","compound"
