"","from","to","type","subtype"
"1","TNFSF11","TNFRSF11A","PCrel","activation"
"2","ITGAL","ICAM1","PCrel","binding/association"
"3","ITGB2","ICAM1","PCrel","binding/association"
"4","CD80","CD28","PCrel","activation"
"5","CD80","CTLA4","PCrel","activation"
"6","CD86","CD28","PCrel","activation"
"7","CD86","CTLA4","PCrel","activation"
"8","VEGFA","FLT1","PCrel","activation"
"9","TLR2","FOS","PCrel","activation"
"10","TLR2","FOS","PCrel","indirect effect"
"11","TLR2","JUN","PCrel","activation"
"12","TLR2","JUN","PCrel","indirect effect"
"13","TLR4","FOS","PCrel","activation"
"14","TLR4","FOS","PCrel","indirect effect"
"15","TLR4","JUN","PCrel","activation"
"16","TLR4","JUN","PCrel","indirect effect"
"17","ANGPT1","TEK","PCrel","binding/association"
