"","from","to","type","subtype"
"1","GLA","LCT","ECrel","compound"
"2","GLA","GLA","ECrel","compound"
"3","GLA","GLB1","ECrel","compound"
"4","GLA","GAA","ECrel","compound"
"5","GLA","GANC","ECrel","compound"
"6","GLA","MGAM","ECrel","compound"
"7","GLA","MGAM2","ECrel","compound"
"8","GLA","SI","ECrel","compound"
"9","AKR1B1","GLB1","ECrel","compound"
"10","AKR1B1","LCT","ECrel","compound"
"11","AKR1B1","GLA","ECrel","compound"
"12","AKR1B15","GLB1","ECrel","compound"
"13","AKR1B15","LCT","ECrel","compound"
"14","AKR1B15","GLA","ECrel","compound"
"15","AKR1B10","GLB1","ECrel","compound"
"16","AKR1B10","LCT","ECrel","compound"
"17","AKR1B10","GLA","ECrel","compound"
"18","GCK","LCT","ECrel","compound"
"19","GCK","GLB1","ECrel","compound"
"20","GCK","PGM1","ECrel","compound"
"21","GCK","PGM2","ECrel","compound"
"22","HK1","LCT","ECrel","compound"
"23","HK1","GLB1","ECrel","compound"
"24","HK1","PGM1","ECrel","compound"
"25","HK1","PGM2","ECrel","compound"
"26","HK2","LCT","ECrel","compound"
"27","HK2","GLB1","ECrel","compound"
"28","HK2","PGM1","ECrel","compound"
"29","HK2","PGM2","ECrel","compound"
"30","HK3","LCT","ECrel","compound"
"31","HK3","GLB1","ECrel","compound"
"32","HK3","PGM1","ECrel","compound"
"33","HK3","PGM2","ECrel","compound"
"34","HKDC1","LCT","ECrel","compound"
"35","HKDC1","GLB1","ECrel","compound"
"36","HKDC1","PGM1","ECrel","compound"
"37","HKDC1","PGM2","ECrel","compound"
"38","LCT","G6PC1","ECrel","compound"
"39","LCT","G6PC2","ECrel","compound"
"40","LCT","G6PC3","ECrel","compound"
"41","LCT","B4GALT1","ECrel","compound"
"42","LCT","LALBA","ECrel","compound"
"43","LCT","B4GALT2","ECrel","compound"
"44","GLB1","G6PC1","ECrel","compound"
"45","GLB1","G6PC2","ECrel","compound"
"46","GLB1","G6PC3","ECrel","compound"
"47","GLB1","B4GALT1","ECrel","compound"
"48","GLB1","LALBA","ECrel","compound"
"49","GLB1","B4GALT2","ECrel","compound"
"50","PGM1","UGP2","ECrel","compound"
"51","PGM2","UGP2","ECrel","compound"
"52","B4GALT1","GALT","ECrel","compound"
"53","B4GALT1","GALE","ECrel","compound"
"54","LALBA","GALT","ECrel","compound"
"55","LALBA","GALE","ECrel","compound"
"56","B4GALT2","GALT","ECrel","compound"
"57","B4GALT2","GALE","ECrel","compound"
"58","GALE","UGP2","ECrel","compound"
"59","GALE","GALT","ECrel","compound"
"60","UGP2","GALT","ECrel","compound"
"61","G6PC1","PGM1","ECrel","compound"
"62","G6PC1","PGM2","ECrel","compound"
"63","G6PC2","PGM1","ECrel","compound"
"64","G6PC2","PGM2","ECrel","compound"
"65","G6PC3","PGM1","ECrel","compound"
"66","G6PC3","PGM2","ECrel","compound"
"67","GALM","GALK1","ECrel","compound"
"68","GALM","GLB1","ECrel","compound"
"69","GALM","LCT","ECrel","compound"
"70","GALM","GLA","ECrel","compound"
"71","GALM","AKR1B1","ECrel","compound"
"72","GALM","AKR1B15","ECrel","compound"
"73","GALM","AKR1B10","ECrel","compound"
"74","GALT","GALK1","ECrel","compound"
