"","from","to","type","subtype"
"1","ZBP1","TBK1","PPrel","activation"
"2","ZBP1","IKBKE","PPrel","activation"
"3","ZBP1","IRF3","PPrel","binding/association"
"4","ZBP1","IRF7","PPrel","binding/association"
"5","ZBP1","RIPK1","PPrel","binding/association"
"6","ZBP1","RIPK3","PPrel","binding/association"
"7","ZBP1","FADD","PPrel","activation"
"8","ZBP1","PYCARD","PPrel","activation"
"9","ZBP1","CASP1","PPrel","activation"
"10","ZBP1","CASP8","PPrel","activation"
"11","TBK1","IRF3","PPrel","binding/association"
"12","TBK1","IRF7","PPrel","binding/association"
"13","IKBKE","IRF7","PPrel","binding/association"
"14","IKBKE","IRF3","PPrel","binding/association"
"15","IRF3","IFNA1","GErel","expression"
"16","IRF3","IFNA2","GErel","expression"
"17","IRF3","IFNA4","GErel","expression"
"18","IRF3","IFNA5","GErel","expression"
"19","IRF3","IFNA6","GErel","expression"
"20","IRF3","IFNA7","GErel","expression"
"21","IRF3","IFNA8","GErel","expression"
"22","IRF3","IFNA10","GErel","expression"
"23","IRF3","IFNA13","GErel","expression"
"24","IRF3","IFNA14","GErel","expression"
"25","IRF3","IFNA16","GErel","expression"
"26","IRF3","IFNA17","GErel","expression"
"27","IRF3","IFNA21","GErel","expression"
"28","IRF3","IFNB1","GErel","expression"
"29","IRF7","IFNA1","GErel","expression"
"30","IRF7","IFNA2","GErel","expression"
"31","IRF7","IFNA4","GErel","expression"
"32","IRF7","IFNA5","GErel","expression"
"33","IRF7","IFNA6","GErel","expression"
"34","IRF7","IFNA7","GErel","expression"
"35","IRF7","IFNA8","GErel","expression"
"36","IRF7","IFNA10","GErel","expression"
"37","IRF7","IFNA13","GErel","expression"
"38","IRF7","IFNA14","GErel","expression"
"39","IRF7","IFNA16","GErel","expression"
"40","IRF7","IFNA17","GErel","expression"
"41","IRF7","IFNA21","GErel","expression"
"42","IRF7","IFNB1","GErel","expression"
"43","MAVS","NFKB1","PPrel","activation"
"44","MAVS","NFKB1","PPrel","indirect effect"
"45","MAVS","RELA","PPrel","activation"
"46","MAVS","RELA","PPrel","indirect effect"
"47","MAVS","STING1","PPrel","binding/association"
"48","STING1","TBK1","PPrel","activation"
"49","STING1","IKBKE","PPrel","activation"
"50","NFKB1","IL6","GErel","expression"
"51","NFKB1","CCL4L1","GErel","expression"
"52","NFKB1","CCL4","GErel","expression"
"53","NFKB1","CCL4L2","GErel","expression"
"54","NFKB1","CCL5","GErel","expression"
"55","NFKB1","CXCL10","GErel","expression"
"56","RELA","IL6","GErel","expression"
"57","RELA","CCL4L1","GErel","expression"
"58","RELA","CCL4","GErel","expression"
"59","RELA","CCL4L2","GErel","expression"
"60","RELA","CCL5","GErel","expression"
"61","RELA","CXCL10","GErel","expression"
"62","RIPK1","CHUK","PPrel","activation"
"63","RIPK1","CHUK","PPrel","phosphorylation"
"64","RIPK1","IKBKB","PPrel","activation"
"65","RIPK1","IKBKB","PPrel","phosphorylation"
"66","RIPK1","IKBKG","PPrel","activation"
"67","RIPK1","IKBKG","PPrel","phosphorylation"
"68","RIPK3","MLKL","PPrel","activation"
"69","CHUK","NFKBIA","PPrel","activation"
"70","CHUK","NFKBIA","PPrel","phosphorylation"
"71","CHUK","NFKBIB","PPrel","activation"
"72","CHUK","NFKBIB","PPrel","phosphorylation"
"73","IKBKB","NFKBIA","PPrel","activation"
"74","IKBKB","NFKBIA","PPrel","phosphorylation"
"75","IKBKB","NFKBIB","PPrel","activation"
"76","IKBKB","NFKBIB","PPrel","phosphorylation"
"77","IKBKG","NFKBIA","PPrel","activation"
"78","IKBKG","NFKBIA","PPrel","phosphorylation"
"79","IKBKG","NFKBIB","PPrel","activation"
"80","IKBKG","NFKBIB","PPrel","phosphorylation"
"81","RIGI","MAVS","PPrel","activation"
"82","NFKBIA","NFKB1","PPrel","dissociation"
"83","NFKBIA","RELA","PPrel","dissociation"
"84","NFKBIB","NFKB1","PPrel","dissociation"
"85","NFKBIB","RELA","PPrel","dissociation"
"86","CASP3","GSDME","PPrel","activation"
"87","CASP7","GSDME","PPrel","activation"
"88","CASP1","GSDMD","PPrel","activation"
"89","CASP1","IL1B","PPrel","activation"
"90","CASP1","IL18","PPrel","activation"
"91","CASP1","IL33","PPrel","activation"
"92","NLRP3","RIPK3","PPrel","activation"
"93","NLRP3","RIPK1","PPrel","activation"
"94","NLRP3","FADD","PPrel","activation"
"95","NLRP3","PYCARD","PPrel","activation"
"96","NLRP3","CASP1","PPrel","activation"
"97","NLRP3","CASP8","PPrel","activation"
"98","AIM2","RIPK3","PPrel","activation"
"99","AIM2","RIPK1","PPrel","activation"
"100","AIM2","FADD","PPrel","activation"
"101","AIM2","PYCARD","PPrel","activation"
"102","AIM2","CASP1","PPrel","activation"
"103","AIM2","CASP8","PPrel","activation"
"104","MEFV","RIPK3","PPrel","activation"
"105","MEFV","RIPK1","PPrel","activation"
"106","MEFV","FADD","PPrel","activation"
"107","MEFV","PYCARD","PPrel","activation"
"108","MEFV","CASP1","PPrel","activation"
"109","MEFV","CASP8","PPrel","activation"
"110","CASP8","CASP3","PPrel","activation"
"111","CASP8","CASP7","PPrel","activation"
"112","ZDHHC1","TBK1","PPrel","activation"
"113","ZDHHC1","IKBKE","PPrel","activation"
"114","ZDHHC11B","TBK1","PPrel","activation"
"115","ZDHHC11B","IKBKE","PPrel","activation"
"116","ZDHHC11","TBK1","PPrel","activation"
"117","ZDHHC11","IKBKE","PPrel","activation"
"118","DDX41","STING1","PPrel","activation"
"119","IFI16","STING1","PPrel","activation"
