"","from","to","type","subtype"
"1","AASS","AASS","ECrel","compound"
"2","AASS","ALDH7A1","ECrel","compound"
"3","ECHS1","GCDH","ECrel","compound"
"4","ECHS1","EHHADH","ECrel","compound"
"5","ECHS1","HADH","ECrel","compound"
"6","EHHADH","GCDH","ECrel","compound"
"7","EHHADH","EHHADH","ECrel","compound"
"8","EHHADH","HADH","ECrel","compound"
"9","EHHADH","ACAT1","ECrel","compound"
"10","EHHADH","ACAT2","ECrel","compound"
"11","HADHA","GCDH","ECrel","compound"
"12","HADHA","EHHADH","ECrel","compound"
"13","HADHA","HADH","ECrel","compound"
"14","HADH","ACAT1","ECrel","compound"
"15","HADH","ACAT2","ECrel","compound"
"16","ALDH7A1","AADAT","ECrel","compound"
"17","GCDH","DLST","ECrel","compound"
"18","BBOX1","ALDH2","ECrel","compound"
"19","BBOX1","ALDH1B1","ECrel","compound"
"20","BBOX1","ALDH9A1","ECrel","compound"
"21","BBOX1","ALDH3A2","ECrel","compound"
"22","BBOX1","ALDH7A1","ECrel","compound"
"23","CAMKMT","PLOD1","ECrel","compound"
"24","CAMKMT","PLOD2","ECrel","compound"
"25","CAMKMT","PLOD3","ECrel","compound"
"26","CAMKMT","EHMT2","ECrel","compound"
"27","CAMKMT","PRDM7","ECrel","compound"
"28","CAMKMT","SMYD1","ECrel","compound"
"29","CAMKMT","MECOM","ECrel","compound"
"30","CAMKMT","EZH1","ECrel","compound"
"31","CAMKMT","EZH2","ECrel","compound"
"32","CAMKMT","SETD1B","ECrel","compound"
"33","CAMKMT","SETD2","ECrel","compound"
"34","CAMKMT","KMT5A","ECrel","compound"
"35","CAMKMT","KMT2A","ECrel","compound"
"36","CAMKMT","NSD3","ECrel","compound"
"37","CAMKMT","ASH1L","ECrel","compound"
"38","CAMKMT","KMT2E","ECrel","compound"
"39","CAMKMT","SMYD2","ECrel","compound"
"40","CAMKMT","PRDM9","ECrel","compound"
"41","CAMKMT","KMT2C","ECrel","compound"
"42","CAMKMT","PRDM16","ECrel","compound"
"43","CAMKMT","SETMAR","ECrel","compound"
"44","CAMKMT","NSD1","ECrel","compound"
"45","CAMKMT","SMYD3","ECrel","compound"
"46","CAMKMT","SUV39H1","ECrel","compound"
"47","CAMKMT","NSD2","ECrel","compound"
"48","CAMKMT","PRDM2","ECrel","compound"
"49","CAMKMT","SUV39H2","ECrel","compound"
"50","CAMKMT","EHMT1","ECrel","compound"
"51","CAMKMT","KMT2D","ECrel","compound"
"52","CAMKMT","SETD7","ECrel","compound"
"53","CAMKMT","SETDB2","ECrel","compound"
"54","CAMKMT","DOT1L","ECrel","compound"
"55","CAMKMT","PRDM6","ECrel","compound"
"56","CAMKMT","SETD1A","ECrel","compound"
"57","CAMKMT","KMT2B","ECrel","compound"
"58","CAMKMT","KMT5B","ECrel","compound"
"59","CAMKMT","KMT5C","ECrel","compound"
"60","CAMKMT","SETDB1","ECrel","compound"
"61","EHMT2","PLOD1","ECrel","compound"
"62","EHMT2","PLOD2","ECrel","compound"
"63","EHMT2","PLOD3","ECrel","compound"
"64","EHMT2","CAMKMT","ECrel","compound"
"65","PRDM7","PLOD1","ECrel","compound"
"66","PRDM7","PLOD2","ECrel","compound"
"67","PRDM7","PLOD3","ECrel","compound"
"68","PRDM7","CAMKMT","ECrel","compound"
"69","SMYD1","PLOD1","ECrel","compound"
"70","SMYD1","PLOD2","ECrel","compound"
"71","SMYD1","PLOD3","ECrel","compound"
"72","SMYD1","CAMKMT","ECrel","compound"
"73","MECOM","PLOD1","ECrel","compound"
"74","MECOM","PLOD2","ECrel","compound"
"75","MECOM","PLOD3","ECrel","compound"
"76","EZH1","PLOD1","ECrel","compound"
"77","EZH1","PLOD2","ECrel","compound"
"78","EZH1","PLOD3","ECrel","compound"
"79","EZH1","CAMKMT","ECrel","compound"
"80","EZH2","PLOD1","ECrel","compound"
"81","EZH2","PLOD2","ECrel","compound"
"82","EZH2","PLOD3","ECrel","compound"
"83","EZH2","CAMKMT","ECrel","compound"
"84","SETD1B","PLOD1","ECrel","compound"
"85","SETD1B","PLOD2","ECrel","compound"
"86","SETD1B","PLOD3","ECrel","compound"
"87","SETD1B","CAMKMT","ECrel","compound"
"88","SETD2","PLOD1","ECrel","compound"
"89","SETD2","PLOD2","ECrel","compound"
"90","SETD2","PLOD3","ECrel","compound"
"91","SETD2","CAMKMT","ECrel","compound"
"92","KMT5A","PLOD1","ECrel","compound"
"93","KMT5A","PLOD2","ECrel","compound"
"94","KMT5A","PLOD3","ECrel","compound"
"95","KMT2A","PLOD1","ECrel","compound"
"96","KMT2A","PLOD2","ECrel","compound"
"97","KMT2A","PLOD3","ECrel","compound"
"98","KMT2A","CAMKMT","ECrel","compound"
"99","NSD3","PLOD1","ECrel","compound"
"100","NSD3","PLOD2","ECrel","compound"
"101","NSD3","PLOD3","ECrel","compound"
"102","NSD3","CAMKMT","ECrel","compound"
"103","ASH1L","PLOD1","ECrel","compound"
"104","ASH1L","PLOD2","ECrel","compound"
"105","ASH1L","PLOD3","ECrel","compound"
"106","ASH1L","CAMKMT","ECrel","compound"
"107","KMT2E","PLOD1","ECrel","compound"
"108","KMT2E","PLOD2","ECrel","compound"
"109","KMT2E","PLOD3","ECrel","compound"
"110","KMT2E","CAMKMT","ECrel","compound"
"111","SMYD2","PLOD1","ECrel","compound"
"112","SMYD2","PLOD2","ECrel","compound"
"113","SMYD2","PLOD3","ECrel","compound"
"114","SMYD2","CAMKMT","ECrel","compound"
"115","PRDM9","PLOD1","ECrel","compound"
"116","PRDM9","PLOD2","ECrel","compound"
"117","PRDM9","PLOD3","ECrel","compound"
