"","from","to","type","subtype"
"1","FTCD","AMDHD1","ECrel","compound"
"2","AMDHD1","UROC1","ECrel","compound"
"3","UROC1","HAL","ECrel","compound"
"4","HAL","CARNS1","ECrel","compound"
"5","HAL","CNDP2","ECrel","compound"
"6","HAL","CNDP1","ECrel","compound"
"7","HAL","HDC","ECrel","compound"
"8","CARNMT1","CARNS1","ECrel","compound"
"9","CARNMT1","CNDP2","ECrel","compound"
"10","CARNMT1","CNDP1","ECrel","compound"
"11","CNDP2","HDC","ECrel","compound"
"12","CARNS1","HDC","ECrel","compound"
"13","CARNS1","CNDP1","ECrel","compound"
"14","CARNS1","CNDP2","ECrel","compound"
"15","ALDH2","AOC1","ECrel","compound"
"16","ALDH1B1","AOC1","ECrel","compound"
"17","ALDH9A1","AOC1","ECrel","compound"
"18","ALDH3A2","AOC1","ECrel","compound"
"19","ALDH7A1","AOC1","ECrel","compound"
"20","MAOA","HNMT","ECrel","compound"
"21","MAOA","ALDH3A1","ECrel","compound"
"22","MAOA","ALDH3B1","ECrel","compound"
"23","MAOA","ALDH3B2","ECrel","compound"
"24","MAOB","HNMT","ECrel","compound"
"25","MAOB","ALDH3A1","ECrel","compound"
"26","MAOB","ALDH3B1","ECrel","compound"
"27","MAOB","ALDH3B2","ECrel","compound"
"28","AOC1","HNMT","ECrel","compound"
"29","HDC","CNDP1","ECrel","compound"
"30","HDC","AOC1","ECrel","compound"
"31","HDC","HNMT","ECrel","compound"
