"","from","to","type","subtype"
"1","PTPN11","MAPK1","PPrel","indirect effect"
"2","PTPN11","MAPK3","PPrel","indirect effect"
"3","ARNT","EPAS1","PPrel","binding/association"
"4","ARNT","HIF1A","PPrel","binding/association"
"5","ARNT2","EPAS1","PPrel","binding/association"
"6","ARNT2","HIF1A","PPrel","binding/association"
"7","CREBBP","EPAS1","PPrel","binding/association"
"8","CREBBP","HIF1A","PPrel","binding/association"
"9","EP300","EPAS1","PPrel","binding/association"
"10","EP300","HIF1A","PPrel","binding/association"
"11","EGLN2","EPAS1","PPrel","activation"
"12","EGLN2","HIF1A","PPrel","activation"
"13","EGLN3","EPAS1","PPrel","activation"
"14","EGLN3","HIF1A","PPrel","activation"
"15","EGLN1","EPAS1","PPrel","activation"
"16","EGLN1","HIF1A","PPrel","activation"
"17","EPAS1","SLC2A1","GErel","expression"
"18","EPAS1","VEGFA","GErel","expression"
"19","EPAS1","TGFB1","GErel","expression"
"20","EPAS1","TGFB2","GErel","expression"
"21","EPAS1","TGFB3","GErel","expression"
"22","EPAS1","PDGFB","GErel","expression"
"23","EPAS1","TGFA","GErel","expression"
"24","HIF1A","SLC2A1","GErel","expression"
"25","HIF1A","VEGFA","GErel","expression"
"26","HIF1A","TGFB1","GErel","expression"
"27","HIF1A","TGFB2","GErel","expression"
"28","HIF1A","TGFB3","GErel","expression"
"29","HIF1A","PDGFB","GErel","expression"
"30","HIF1A","TGFA","GErel","expression"
"31","RAC1","PAK4","PPrel","activation"
"32","RAC1","BUB1B-PAK6","PPrel","activation"
"33","RAC1","PAK1","PPrel","activation"
"34","RAC1","PAK2","PPrel","activation"
"35","RAC1","PAK3","PPrel","activation"
"36","RAC1","PAK6","PPrel","activation"
"37","RAC1","PAK5","PPrel","activation"
"38","CRK","RAPGEF1","PPrel","activation"
"39","CRKL","RAPGEF1","PPrel","activation"
"40","RAPGEF1","RAP1A","PPrel","activation"
"41","RAPGEF1","RAP1B","PPrel","activation"
"42","GRB2","SOS1","PPrel","activation"
"43","GRB2","SOS2","PPrel","activation"
"44","MET","GAB1","PPrel","activation"
"45","MET","GAB1","PPrel","phosphorylation"
"46","MET","GRB2","PPrel","activation"
"47","GAB1","P3R3URF-PIK3R3","PPrel","activation"
"48","GAB1","PIK3CA","PPrel","activation"
"49","GAB1","PIK3CB","PPrel","activation"
"50","GAB1","PIK3CD","PPrel","activation"
"51","GAB1","PIK3R1","PPrel","activation"
"52","GAB1","PIK3R2","PPrel","activation"
"53","GAB1","PIK3R3","PPrel","activation"
"54","GAB1","CRK","PPrel","activation"
"55","GAB1","CRKL","PPrel","activation"
"56","GAB1","PTPN11","PPrel","activation"
"57","GAB1","GRB2","PPrel","activation"
"58","CDC42","PAK4","PPrel","activation"
"59","CDC42","BUB1B-PAK6","PPrel","activation"
"60","CDC42","PAK1","PPrel","activation"
"61","CDC42","PAK2","PPrel","activation"
"62","CDC42","PAK3","PPrel","activation"
"63","CDC42","PAK6","PPrel","activation"
"64","CDC42","PAK5","PPrel","activation"
"65","AKT3","BAD","PPrel","inhibition"
"66","AKT1","BAD","PPrel","inhibition"
"67","AKT2","BAD","PPrel","inhibition"
"68","P3R3URF-PIK3R3","AKT3","PPrel","indirect effect"
"69","P3R3URF-PIK3R3","AKT1","PPrel","indirect effect"
"70","P3R3URF-PIK3R3","AKT2","PPrel","indirect effect"
"71","PIK3CA","AKT3","PPrel","indirect effect"
"72","PIK3CA","AKT1","PPrel","indirect effect"
"73","PIK3CA","AKT2","PPrel","indirect effect"
"74","PIK3CB","AKT3","PPrel","indirect effect"
"75","PIK3CB","AKT1","PPrel","indirect effect"
"76","PIK3CB","AKT2","PPrel","indirect effect"
"77","PIK3CD","AKT3","PPrel","indirect effect"
"78","PIK3CD","AKT1","PPrel","indirect effect"
"79","PIK3CD","AKT2","PPrel","indirect effect"
"80","PIK3R1","AKT3","PPrel","indirect effect"
"81","PIK3R1","AKT1","PPrel","indirect effect"
"82","PIK3R1","AKT2","PPrel","indirect effect"
