"","from","to","type","subtype"
"1","NFKBIZ","NFKB1","PPrel","binding/association"
"2","NFKBIZ","RELA","PPrel","binding/association"
"3","RXRA","PPARG","PPrel","binding/association"
"4","RXRB","PPARG","PPrel","binding/association"
"5","RXRG","PPARG","PPrel","binding/association"
"6","CEBPA","PER2","GErel","expression"
"7","SPI1","CD14","GErel","expression"
"8","SPI1","ITGAM","GErel","expression"
"9","SPI1","FCGR1A","GErel","expression"
"10","SIN3A","NCOR1","PPrel","binding/association"
"11","SP1","ZBTB17","PPrel","binding/association"
"12","LYL1","TCF3","PPrel","binding/association"
