"","from","to","type","subtype"
"1","CYP1A2","PLA2G4B","ECrel","compound"
"2","CYP1A2","PLAAT3","ECrel","compound"
"3","CYP1A2","PLA2G4E","ECrel","compound"
"4","CYP1A2","PLB1","ECrel","compound"
"5","CYP1A2","PLA2G4F","ECrel","compound"
"6","CYP1A2","PLA2G2D","ECrel","compound"
"7","CYP1A2","PLA2G4D","ECrel","compound"
"8","CYP1A2","PLA2G2E","ECrel","compound"
"9","CYP1A2","PLA2G2C","ECrel","compound"
"10","CYP1A2","PLA2G3","ECrel","compound"
"11","CYP1A2","PLA2G1B","ECrel","compound"
"12","CYP1A2","PLA2G2A","ECrel","compound"
"13","CYP1A2","PLA2G4A","ECrel","compound"
"14","CYP1A2","PLA2G5","ECrel","compound"
"15","CYP1A2","PLAAT2","ECrel","compound"
"16","CYP1A2","PLA2G2F","ECrel","compound"
"17","CYP1A2","PLA2G12A","ECrel","compound"
"18","CYP1A2","PLA2G6","ECrel","compound"
"19","CYP1A2","PLA2G10","ECrel","compound"
"20","CYP1A2","PLA2G12B","ECrel","compound"
"21","CYP1A2","PLA2G4C","ECrel","compound"
"22","CYP1A2","JMJD7-PLA2G4B","ECrel","compound"
"23","CYP1A2","ALOX15","ECrel","compound"
"24","CYP1A2","CYP2J2","ECrel","compound"
"25","CYP1A2","CYP3A4","ECrel","compound"
"26","CYP1A2","CYP2E1","ECrel","compound"
"27","CYP1A2","CYP2C19","ECrel","compound"
"28","CYP1A2","CYP2C8","ECrel","compound"
"29","CYP1A2","CYP2C9","ECrel","compound"
"30","ALOX15","PLA2G4B","ECrel","compound"
"31","ALOX15","PLAAT3","ECrel","compound"
"32","ALOX15","PLA2G4E","ECrel","compound"
"33","ALOX15","PLB1","ECrel","compound"
"34","ALOX15","PLA2G4F","ECrel","compound"
"35","ALOX15","PLA2G2D","ECrel","compound"
"36","ALOX15","PLA2G4D","ECrel","compound"
"37","ALOX15","PLA2G2E","ECrel","compound"
"38","ALOX15","PLA2G2C","ECrel","compound"
"39","ALOX15","PLA2G3","ECrel","compound"
"40","ALOX15","PLA2G1B","ECrel","compound"
"41","ALOX15","PLA2G2A","ECrel","compound"
"42","ALOX15","PLA2G4A","ECrel","compound"
