"","from","to","type","subtype"
"1","ITGB1","ACTB","PPrel","binding/association"
"2","ITGB1","ACTG1","PPrel","binding/association"
"3","ITGB3","ACTB","PPrel","binding/association"
"4","ITGB3","ACTG1","PPrel","binding/association"
"5","ITGB4","ACTB","PPrel","binding/association"
"6","ITGB4","ACTG1","PPrel","binding/association"
"7","ITGB5","ACTB","PPrel","binding/association"
"8","ITGB5","ACTG1","PPrel","binding/association"
"9","ITGB6","ACTB","PPrel","binding/association"
"10","ITGB6","ACTG1","PPrel","binding/association"
"11","ITGB7","ACTB","PPrel","binding/association"
"12","ITGB7","ACTG1","PPrel","binding/association"
"13","ITGB8","ACTB","PPrel","binding/association"
"14","ITGB8","ACTG1","PPrel","binding/association"
"15","DAG1","DAG1","PPrel","binding/association"
"16","DAG1","DMD","PPrel","binding/association"
"17","LAMA1","DAG1","PPrel","binding/association"
"18","LAMA2","DAG1","PPrel","binding/association"
"19","TNNI3","ACTC1","PPrel","binding/association"
"20","TNNC1","TNNI3","PPrel","binding/association"
"21","TNNC1","TNNT2","PPrel","binding/association"
"22","TNNT2","TNNI3","PPrel","binding/association"
"23","TNNT2","TPM1","PPrel","binding/association"
"24","TNNT2","TPM2","PPrel","binding/association"
"25","TNNT2","TPM3","PPrel","binding/association"
"26","TNNT2","TPM4","PPrel","binding/association"
"27","DMD","ACTB","PPrel","binding/association"
"28","DMD","ACTG1","PPrel","binding/association"
"29","ACTC1","TPM1","PPrel","binding/association"
"30","ACTC1","TPM2","PPrel","binding/association"
"31","ACTC1","TPM3","PPrel","binding/association"
"32","ACTC1","TPM4","PPrel","binding/association"
"33","ACTC1","MYH6","PPrel","binding/association"
"34","ACTC1","MYH7","PPrel","binding/association"
"35","MYBPC3","MYH6","PPrel","binding/association"
"36","MYBPC3","MYH7","PPrel","binding/association"
"37","MYH6","MYL3","PPrel","binding/association"
"38","MYH6","MYL2","PPrel","binding/association"
"39","MYH7","MYL3","PPrel","binding/association"
"40","MYH7","MYL2","PPrel","binding/association"
"41","DTNA","SNTA1","PPrel","binding/association"
"42","DTNA","SNTB1","PPrel","binding/association"
"43","DTNA","SNTB2","PPrel","binding/association"
"44","DTNA","NOS1","PPrel","binding/association"
"45","DTNA","DMD","PPrel","binding/association"
"46","CAV3","NOS1","PPrel","binding/association"
"47","SSPN","SGCD","PPrel","binding/association"
"48","SSPN","SGCZ","PPrel","binding/association"
"49","SSPN","SGCG","PPrel","binding/association"
"50","SSPN","SGCB","PPrel","binding/association"
"51","SSPN","SGCA","PPrel","binding/association"
"52","SSPN","SGCE","PPrel","binding/association"
