"","from","to","type","subtype"
"1","TYR","IL4I1","ECrel","compound"
"2","TYR","TAT","ECrel","compound"
"3","TYR","TH","ECrel","compound"
"4","TYR","DDC","ECrel","compound"
"5","TYR","TYR","ECrel","compound"
"6","TPO","IL4I1","ECrel","compound"
"7","TPO","GOT1L1","ECrel","compound"
"8","TPO","GOT1","ECrel","compound"
"9","TPO","GOT2","ECrel","compound"
"10","TPO","TAT","ECrel","compound"
"11","TPO","TH","ECrel","compound"
"12","TPO","TYR","ECrel","compound"
"13","TPO","DDC","ECrel","compound"
"14","DCT","TYRP1","ECrel","compound"
"15","MAOA","DDC","ECrel","compound"
"16","MAOA","COMT","ECrel","compound"
"17","MAOA","LRTOMT","ECrel","compound"
"18","MAOA","DBH","ECrel","compound"
"19","MAOA","PNMT","ECrel","compound"
"20","MAOA","ALDH3A1","ECrel","compound"
"21","MAOA","ALDH3B1","ECrel","compound"
"22","MAOA","ALDH3B2","ECrel","compound"
"23","MAOA","ADH1A","ECrel","compound"
"24","MAOA","ADH1B","ECrel","compound"
"25","MAOA","ADH1C","ECrel","compound"
"26","MAOA","ADH4","ECrel","compound"
"27","MAOA","ADH5","ECrel","compound"
"28","MAOA","ADH6","ECrel","compound"
"29","MAOA","ADH7","ECrel","compound"
"30","MAOB","DDC","ECrel","compound"
"31","MAOB","COMT","ECrel","compound"
"32","MAOB","LRTOMT","ECrel","compound"
"33","MAOB","DBH","ECrel","compound"
"34","MAOB","PNMT","ECrel","compound"
"35","MAOB","ALDH3A1","ECrel","compound"
"36","MAOB","ALDH3B1","ECrel","compound"
"37","MAOB","ALDH3B2","ECrel","compound"
"38","MAOB","ADH1A","ECrel","compound"
"39","MAOB","ADH1B","ECrel","compound"
"40","MAOB","ADH1C","ECrel","compound"
"41","MAOB","ADH4","ECrel","compound"
"42","MAOB","ADH5","ECrel","compound"
"43","MAOB","ADH6","ECrel","compound"
"44","MAOB","ADH7","ECrel","compound"
"45","ALDH3A1","MAOA","ECrel","compound"
"46","ALDH3A1","MAOB","ECrel","compound"
"47","ALDH3A1","AOC2","ECrel","compound"
"48","ALDH3A1","AOC3","ECrel","compound"
