"","from","to","type","subtype"
"1","DCC","CASP9","PPrel","missing interaction"
"2","DCC","APPL1","PPrel","missing interaction"
"3","CASP3","DCC","PPrel","activation"
"4","CASP9","CASP3","PPrel","activation"
"5","CASP9","CASP7","PPrel","activation"
"6","CTNNB1","LEF1","PPrel","activation"
"7","CTNNB1","TCF7","PPrel","activation"
"8","CTNNB1","TCF7L2","PPrel","activation"
"9","CTNNB1","TCF7L1","PPrel","activation"
"10","WNT16","FZD10","PPrel","activation"
"11","WNT16","FZD2","PPrel","activation"
"12","WNT16","FZD5","PPrel","activation"
"13","WNT16","FZD3","PPrel","activation"
"14","WNT16","FZD1","PPrel","activation"
"15","WNT16","FZD4","PPrel","activation"
"16","WNT16","FZD6","PPrel","activation"
"17","WNT16","FZD7","PPrel","activation"
"18","WNT16","FZD8","PPrel","activation"
"19","WNT16","FZD9","PPrel","activation"
"20","WNT16","LRP6","PPrel","activation"
"21","WNT16","LRP5","PPrel","activation"
"22","WNT4","FZD10","PPrel","activation"
"23","WNT4","FZD2","PPrel","activation"
"24","WNT4","FZD5","PPrel","activation"
"25","WNT4","FZD3","PPrel","activation"
"26","WNT4","FZD1","PPrel","activation"
"27","WNT4","FZD4","PPrel","activation"
"28","WNT4","FZD6","PPrel","activation"
"29","WNT4","FZD7","PPrel","activation"
"30","WNT4","FZD8","PPrel","activation"
"31","WNT4","FZD9","PPrel","activation"
"32","WNT4","LRP6","PPrel","activation"
"33","WNT4","LRP5","PPrel","activation"
"34","WNT1","FZD10","PPrel","activation"
"35","WNT1","FZD2","PPrel","activation"
"36","WNT1","FZD5","PPrel","activation"
"37","WNT1","FZD3","PPrel","activation"
"38","WNT1","FZD1","PPrel","activation"
"39","WNT1","FZD4","PPrel","activation"
"40","WNT1","FZD6","PPrel","activation"
"41","WNT1","FZD7","PPrel","activation"
"42","WNT1","FZD8","PPrel","activation"
"43","WNT1","FZD9","PPrel","activation"
"44","WNT1","LRP6","PPrel","activation"
"45","WNT1","LRP5","PPrel","activation"
"46","WNT2","FZD10","PPrel","activation"
"47","WNT2","FZD2","PPrel","activation"
"48","WNT2","FZD5","PPrel","activation"
"49","WNT2","FZD3","PPrel","activation"
"50","WNT2","FZD1","PPrel","activation"
"51","WNT2","FZD4","PPrel","activation"
"52","WNT2","FZD6","PPrel","activation"
"53","WNT2","FZD7","PPrel","activation"
"54","WNT2","FZD8","PPrel","activation"
"55","WNT2","FZD9","PPrel","activation"
"56","WNT2","LRP6","PPrel","activation"
"57","WNT2","LRP5","PPrel","activation"
"58","WNT3","FZD10","PPrel","activation"
"59","WNT3","FZD2","PPrel","activation"
"60","WNT3","FZD5","PPrel","activation"
"61","WNT3","FZD3","PPrel","activation"
"62","WNT3","FZD1","PPrel","activation"
"63","WNT3","FZD4","PPrel","activation"
"64","WNT3","FZD6","PPrel","activation"
"65","WNT3","FZD7","PPrel","activation"
"66","WNT3","FZD8","PPrel","activation"
"67","WNT3","FZD9","PPrel","activation"
"68","WNT3","LRP6","PPrel","activation"
"69","WNT3","LRP5","PPrel","activation"
"70","WNT5A","FZD10","PPrel","activation"
"71","WNT5A","FZD2","PPrel","activation"
"72","WNT5A","FZD5","PPrel","activation"
"73","WNT5A","FZD3","PPrel","activation"
"74","WNT5A","FZD1","PPrel","activation"
"75","WNT5A","FZD4","PPrel","activation"
"76","WNT5A","FZD6","PPrel","activation"
"77","WNT5A","FZD7","PPrel","activation"
"78","WNT5A","FZD8","PPrel","activation"
"79","WNT5A","FZD9","PPrel","activation"
"80","WNT5A","LRP6","PPrel","activation"
"81","WNT5A","LRP5","PPrel","activation"
"82","WNT6","FZD10","PPrel","activation"
