"","from","to","type","subtype"
"1","EEA1","PIK3C3","PPrel","binding/association"
"2","RAB5A","PIK3C3","PPrel","binding/association"
"3","RAB5B","PIK3C3","PPrel","binding/association"
"4","RAB5C","PIK3C3","PPrel","binding/association"
"5","RAB7B","TUBA1B","PPrel","binding/association"
"6","RAB7B","TUBA3E","PPrel","binding/association"
"7","RAB7B","TUBA3D","PPrel","binding/association"
"8","RAB7B","TUBA8","PPrel","binding/association"
"9","RAB7B","TUBA4A","PPrel","binding/association"
"10","RAB7B","TUBA3C","PPrel","binding/association"
"11","RAB7B","TUBA1A","PPrel","binding/association"
"12","RAB7B","TUBAL3","PPrel","binding/association"
"13","RAB7B","TUBA1C","PPrel","binding/association"
"14","RAB7B","TUBB3","PPrel","binding/association"
"15","RAB7B","TUBB4A","PPrel","binding/association"
"16","RAB7B","TUBB4B","PPrel","binding/association"
"17","RAB7B","LOC124908013","PPrel","binding/association"
"18","RAB7B","LOC124908015","PPrel","binding/association"
"19","RAB7B","LOC124908041","PPrel","binding/association"
"20","RAB7B","TUBB","PPrel","binding/association"
"21","RAB7B","TUBB8B","PPrel","binding/association"
"22","RAB7B","TUBB8","PPrel","binding/association"
"23","RAB7B","TUBB2B","PPrel","binding/association"
"24","RAB7B","TUBB2A","PPrel","binding/association"
"25","RAB7B","TUBB1","PPrel","binding/association"
"26","RAB7B","TUBB6","PPrel","binding/association"
"27","RAB7A","TUBA1B","PPrel","binding/association"
"28","RAB7A","TUBA3E","PPrel","binding/association"
"29","RAB7A","TUBA3D","PPrel","binding/association"
"30","RAB7A","TUBA8","PPrel","binding/association"
"31","RAB7A","TUBA4A","PPrel","binding/association"
"32","RAB7A","TUBA3C","PPrel","binding/association"
"33","RAB7A","TUBA1A","PPrel","binding/association"
"34","RAB7A","TUBAL3","PPrel","binding/association"
"35","RAB7A","TUBA1C","PPrel","binding/association"
"36","RAB7A","TUBB3","PPrel","binding/association"
"37","RAB7A","TUBB4A","PPrel","binding/association"
"38","RAB7A","TUBB4B","PPrel","binding/association"
"39","RAB7A","LOC124908013","PPrel","binding/association"
"40","RAB7A","LOC124908015","PPrel","binding/association"
"41","RAB7A","LOC124908041","PPrel","binding/association"
"42","RAB7A","TUBB","PPrel","binding/association"
"43","RAB7A","TUBB8B","PPrel","binding/association"
"44","RAB7A","TUBB8","PPrel","binding/association"
"45","RAB7A","TUBB2B","PPrel","binding/association"
"46","RAB7A","TUBB2A","PPrel","binding/association"
"47","RAB7A","TUBB1","PPrel","binding/association"
"48","RAB7A","TUBB6","PPrel","binding/association"
"49","RILP","TUBA1B","PPrel","binding/association"
"50","RILP","TUBA3E","PPrel","binding/association"
"51","RILP","TUBA3D","PPrel","binding/association"
"52","RILP","TUBA8","PPrel","binding/association"
"53","RILP","TUBA4A","PPrel","binding/association"
"54","RILP","TUBA3C","PPrel","binding/association"
"55","RILP","TUBA1A","PPrel","binding/association"
"56","RILP","TUBAL3","PPrel","binding/association"
"57","RILP","TUBA1C","PPrel","binding/association"
"58","RILP","TUBB3","PPrel","binding/association"
"59","RILP","TUBB4A","PPrel","binding/association"
"60","RILP","TUBB4B","PPrel","binding/association"
"61","RILP","LOC124908013","PPrel","binding/association"
"62","RILP","LOC124908015","PPrel","binding/association"
"63","RILP","LOC124908041","PPrel","binding/association"
"64","RILP","TUBB","PPrel","binding/association"
"65","RILP","TUBB8B","PPrel","binding/association"
"66","RILP","TUBB8","PPrel","binding/association"
"67","RILP","TUBB2B","PPrel","binding/association"
"68","RILP","TUBB2A","PPrel","binding/association"
"69","RILP","TUBB1","PPrel","binding/association"
"70","RILP","TUBB6","PPrel","binding/association"
"71","DYNC1H1","TUBA1B","PPrel","binding/association"
"72","DYNC1H1","TUBA3E","PPrel","binding/association"
"73","DYNC1H1","TUBA3D","PPrel","binding/association"
"74","DYNC1H1","TUBA8","PPrel","binding/association"
"75","DYNC1H1","TUBA4A","PPrel","binding/association"
"76","DYNC1H1","TUBA3C","PPrel","binding/association"
"77","DYNC1H1","TUBA1A","PPrel","binding/association"
"78","DYNC1H1","TUBAL3","PPrel","binding/association"
"79","DYNC1H1","TUBA1C","PPrel","binding/association"
"80","DYNC1H1","TUBB3","PPrel","binding/association"
"81","DYNC1H1","TUBB4A","PPrel","binding/association"
"82","DYNC1H1","TUBB4B","PPrel","binding/association"
"83","DYNC1H1","LOC124908013","PPrel","binding/association"
"84","DYNC1H1","LOC124908015","PPrel","binding/association"
"85","DYNC1H1","LOC124908041","PPrel","binding/association"
"86","DYNC1H1","TUBB","PPrel","binding/association"
"87","DYNC1H1","TUBB8B","PPrel","binding/association"
"88","DYNC1H1","TUBB8","PPrel","binding/association"
"89","DYNC1H1","TUBB2B","PPrel","binding/association"
"90","DYNC1H1","TUBB2A","PPrel","binding/association"
