"","from","to","type","subtype"
"1","PPT1","MECR","ECrel","compound"
"2","PPT2","MECR","ECrel","compound"
"3","MECR","ECHS1","ECrel","compound"
"4","MECR","HADHA","ECrel","compound"
"5","MECR","PPT1","ECrel","compound"
"6","MECR","PPT2","ECrel","compound"
"7","ECHS1","HADH","ECrel","compound"
"8","ECHS1","HADHA","ECrel","compound"
"9","ECHS1","MECR","ECrel","compound"
"10","HADHA","ACAA2","ECrel","compound"
"11","HADHA","HADHB","ECrel","compound"
"12","HADHA","HADH","ECrel","compound"
"13","HADHA","HADHA","ECrel","compound"
"14","HADHA","ECHS1","ECrel","compound"
"15","HADHA","MECR","ECrel","compound"
"16","ACAA2","MECR","ECrel","compound"
"17","ACAA2","HADH","ECrel","compound"
"18","ACAA2","HADHA","ECrel","compound"
"19","HADHB","MECR","ECrel","compound"
"20","HADHB","HADH","ECrel","compound"
"21","HADHB","HADHA","ECrel","compound"
"22","HADH","ACAA2","ECrel","compound"
"23","HADH","HADHB","ECrel","compound"
"24","HADH","ECHS1","ECrel","compound"
"25","HADH","HADHA","ECrel","compound"
"26","HSD17B12","HACD2","ECrel","compound"
"27","HSD17B12","HACD4","ECrel","compound"
"28","HSD17B12","HACD3","ECrel","compound"
"29","HSD17B12","HACD1","ECrel","compound"
"30","HSD17B12","ELOVL2","ECrel","compound"
"31","HSD17B12","ELOVL5","ECrel","compound"
"32","HSD17B12","ELOVL1","ECrel","compound"
"33","HSD17B12","ELOVL4","ECrel","compound"
"34","HSD17B12","ELOVL6","ECrel","compound"
"35","HSD17B12","ELOVL7","ECrel","compound"
"36","HSD17B12","ELOVL3","ECrel","compound"
"37","TECR","ACOT2","ECrel","compound"
"38","TECR","ACOT7","ECrel","compound"
"39","TECR","THEM4","ECrel","compound"
"40","TECR","ACOT4","ECrel","compound"
"41","TECR","MBLAC2","ECrel","compound"
"42","TECR","THEM5","ECrel","compound"
"43","TECR","ACOT1","ECrel","compound"
"44","HACD2","TECR","ECrel","compound"
"45","HACD4","TECR","ECrel","compound"
"46","HACD3","TECR","ECrel","compound"
"47","HACD1","TECR","ECrel","compound"
