"","from","to","type","subtype"
"1","PLCB1","PRKCA","PPrel","compound"
"2","PLCB1","PRKCB","PPrel","compound"
"3","PLCB1","PRKCG","PPrel","compound"
"4","PLCB1","ITPR1","PPrel","compound"
"5","PLCB1","ITPR2","PPrel","compound"
"6","PLCB1","ITPR3","PPrel","compound"
"7","PLCB2","PRKCA","PPrel","compound"
"8","PLCB2","PRKCB","PPrel","compound"
"9","PLCB2","PRKCG","PPrel","compound"
"10","PLCB2","ITPR1","PPrel","compound"
"11","PLCB2","ITPR2","PPrel","compound"
"12","PLCB2","ITPR3","PPrel","compound"
"13","PLCB3","PRKCA","PPrel","compound"
"14","PLCB3","PRKCB","PPrel","compound"
"15","PLCB3","PRKCG","PPrel","compound"
"16","PLCB3","ITPR1","PPrel","compound"
"17","PLCB3","ITPR2","PPrel","compound"
"18","PLCB3","ITPR3","PPrel","compound"
"19","PLCB4","PRKCA","PPrel","compound"
"20","PLCB4","PRKCB","PPrel","compound"
"21","PLCB4","PRKCG","PPrel","compound"
"22","PLCB4","ITPR1","PPrel","compound"
"23","PLCB4","ITPR2","PPrel","compound"
"24","PLCB4","ITPR3","PPrel","compound"
"25","GNA11","PLCB1","PPrel","activation"
"26","GNA11","PLCB2","PPrel","activation"
"27","GNA11","PLCB3","PPrel","activation"
"28","GNA11","PLCB4","PPrel","activation"
"29","GNAQ","PLCB1","PPrel","activation"
"30","GNAQ","PLCB2","PPrel","activation"
"31","GNAQ","PLCB3","PPrel","activation"
"32","GNAQ","PLCB4","PPrel","activation"
"33","GRIA1","LYN","PPrel","activation"
"34","GRIA2","LYN","PPrel","activation"
"35","GRIA3","LYN","PPrel","activation"
"36","RYR1","CACNA1A","PPrel","compound"
"37","PLA2G4B","PRKCA","PPrel","compound"
"38","PLA2G4B","PRKCB","PPrel","compound"
"39","PLA2G4B","PRKCG","PPrel","compound"
"40","PLA2G4E","PRKCA","PPrel","compound"
"41","PLA2G4E","PRKCB","PPrel","compound"
"42","PLA2G4E","PRKCG","PPrel","compound"
"43","PLA2G4F","PRKCA","PPrel","compound"
