"","from","to","type","subtype"
"1","ALCAM","CD6","PPrel","binding/association"
"2","SPN","SIGLEC1","PPrel","binding/association"
"3","PTPRC","CD22","PPrel","binding/association"
"4","ITGB1","VCAM1","PPrel","activation"
"5","ITGB2","CD226","PPrel","activation"
"6","ITGB2","ICAM1","PPrel","activation"
"7","ITGB2","ICAM2","PPrel","activation"
"8","ITGB2","ICAM3","PPrel","activation"
"9","ITGAL","CD226","PPrel","activation"
"10","ITGAL","ICAM1","PPrel","activation"
"11","ITGAL","ICAM2","PPrel","activation"
"12","ITGAL","ICAM3","PPrel","activation"
"13","CD40","CD40LG","PPrel","binding/association"
"14","CDH15","CDH15","PPrel","binding/association"
"15","CDH4","CDH4","PPrel","activation"
"16","CDH3","CDH3","PPrel","binding/association"
"17","NECTIN2","CD226","PPrel","activation"
"18","NECTIN2","NECTIN3","PPrel","binding/association"
"19","NECTIN2","TIGIT","PPrel","activation"
"20","CDH1","CDH1","PPrel","activation"
"21","MAG","MAG","PPrel","binding/association"
"22","MPZ","MPZ","PPrel","binding/association"
"23","NECTIN3","NECTIN1","PPrel","binding/association"
"24","NECTIN3","TIGIT","PPrel","activation"
"25","NFASC","CNTNAP1","PPrel","binding/association"
"26","NFASC","CNTN1","PPrel","binding/association"
"27","PTPRM","PTPRM","PPrel","binding/association"
"28","CNTN2","CNTN2","PPrel","binding/association"
"29","CNTN2","L1CAM","PPrel","binding/association"
"30","CNTN2","CNTNAP2","PPrel","binding/association"
"31","CNTN1","NRCAM","PPrel","activation"
"32","NRXN3","NLGN4Y","PPrel","activation"
"33","NRXN3","NLGN1","PPrel","activation"
"34","NRXN3","NLGN3","PPrel","activation"
"35","NRXN3","NLGN4X","PPrel","activation"
"36","NRXN3","NLGN2","PPrel","activation"
"37","NRXN1","NLGN4Y","PPrel","activation"
"38","NRXN1","NLGN1","PPrel","activation"
"39","NRXN1","NLGN3","PPrel","activation"
"40","NRXN1","NLGN4X","PPrel","activation"
"41","NRXN1","NLGN2","PPrel","activation"
"42","NRXN2","NLGN4Y","PPrel","activation"
"43","NRXN2","NLGN1","PPrel","activation"
"44","NRXN2","NLGN3","PPrel","activation"
"45","NRXN2","NLGN4X","PPrel","activation"
"46","NRXN2","NLGN2","PPrel","activation"
"47","NEGR1","NEGR1","PPrel","binding/association"
"48","CADM3","CADM3","PPrel","binding/association"
"49","CADM1","CADM1","PPrel","binding/association"
"50","CDH2","CDH2","PPrel","activation"
"51","NCAM1","NCAM1","PPrel","activation"
"52","NCAM1","NCAM2","PPrel","activation"
"53","NCAM2","NCAM1","PPrel","activation"
"54","NCAM2","NCAM2","PPrel","activation"
"55","L1CAM","L1CAM","PPrel","activation"
"56","L1CAM","NCAM1","PPrel","binding/association"
"57","L1CAM","NCAM2","PPrel","binding/association"
"58","NECTIN1","NECTIN1","PPrel","activation"
"59","PVR","CD226","PPrel","activation"
"60","PVR","TIGIT","PPrel","activation"
"61","SELE","GLG1","PPrel","binding/association"
"62","SELP","SELPLG","PPrel","binding/association"
"63","SELPLG","SELP","PPrel","activation"
"64","SELPLG","SELE","PPrel","activation"
"65","CD34","SELL","PPrel","binding/association"
"66","SELL","MADCAM1","PPrel","binding/association"
"67","MADCAM1","ITGB7","PPrel","binding/association"
"68","MADCAM1","ITGA4","PPrel","binding/association"
"69","VCAM1","ITGB7","PPrel","binding/association"
"70","VCAM1","ITGA4","PPrel","binding/association"
"71","ITGA9","VCAM1","PPrel","activation"
"72","ITGA4","VCAM1","PPrel","activation"
"73","CD99","CD99","PPrel","binding/association"
"74","CD99","CD99L2","PPrel","binding/association"
"75","CD99L2","CD99","PPrel","binding/association"
"76","CD99L2","CD99L2","PPrel","binding/association"
"77","PECAM1","PECAM1","PPrel","activation"
"78","CD58","CD2","PPrel","activation"
"79","ICAM3","ITGB2","PPrel","activation"
"80","ICAM3","ITGAL","PPrel","activation"
"81","ICAM1","ITGB2","PPrel","activation"
"82","ICAM1","ITGAL","PPrel","activation"
"83","ICAM2","ITGB2","PPrel","activation"
"84","ICAM2","ITGAL","PPrel","activation"
"85","ICAM2","ITGAM","PPrel","binding/association"
"86","JAM2","JAM2","PPrel","binding/association"
"87","JAM2","JAM3","PPrel","binding/association"
"88","JAM2","ITGB1","PPrel","binding/association"
"89","JAM2","ITGA4","PPrel","binding/association"
"90","JAM3","JAM2","PPrel","binding/association"
"91","JAM3","JAM3","PPrel","binding/association"
"92","JAM3","ITGB2","PPrel","binding/association"
"93","JAM3","ITGAM","PPrel","binding/association"
"94","ITGAM","ICAM1","PPrel","activation"
"95","F11R","F11R","PPrel","binding/association"
"96","F11R","JAM2","PPrel","binding/association"
"97","F11R","JAM3","PPrel","binding/association"
"98","F11R","ITGB2","PPrel","binding/association"
"99","F11R","ITGAL","PPrel","binding/association"
"100","CD40LG","CD40","PPrel","activation"
"101","CDH5","CDH5","PPrel","binding/association"
"102","ESAM","ESAM","PPrel","binding/association"
"103","PDCD1LG2","PDCD1","PPrel","activation"
"104","CD274","PDCD1","PPrel","activation"
"105","CD274","CD80","PPrel","activation"
"106","HLA-DMA","CD4","PPrel","activation"
"107","HLA-DMB","CD4","PPrel","activation"
"108","HLA-DOA","CD4","PPrel","activation"
"109","HLA-DOB","CD4","PPrel","activation"
"110","HLA-DPA1","CD4","PPrel","activation"
"111","HLA-DPB1","CD4","PPrel","activation"
"112","HLA-DQA1","CD4","PPrel","activation"
"113","HLA-DQA2","CD4","PPrel","activation"
"114","HLA-DQB1","CD4","PPrel","activation"
"115","HLA-DQB2","CD4","PPrel","activation"
"116","HLA-DRA","CD4","PPrel","activation"
"117","HLA-DRB1","CD4","PPrel","activation"
"118","HLA-DRB3","CD4","PPrel","activation"
"119","HLA-DRB4","CD4","PPrel","activation"
"120","HLA-DRB5","CD4","PPrel","activation"
"121","CD86","CD28","PPrel","activation"
"122","CD86","CTLA4","PPrel","activation"
"123","CD80","CD28","PPrel","activation"
"124","CD80","CTLA4","PPrel","activation"
"125","CD80","CD274","PPrel","activation"
"126","CD28","CD80","PPrel","activation"
"127","HLA-A","CD8A","PPrel","activation"
"128","HLA-A","CD8B","PPrel","activation"
"129","HLA-A","CD8B2","PPrel","activation"
"130","HLA-B","CD8A","PPrel","activation"
"131","HLA-B","CD8B","PPrel","activation"
"132","HLA-B","CD8B2","PPrel","activation"
"133","HLA-C","CD8A","PPrel","activation"
"134","HLA-C","CD8B","PPrel","activation"
"135","HLA-C","CD8B2","PPrel","activation"
"136","HLA-E","CD8A","PPrel","activation"
"137","HLA-E","CD8B","PPrel","activation"
"138","HLA-E","CD8B2","PPrel","activation"
"139","HLA-F","CD8A","PPrel","activation"
"140","HLA-F","CD8B","PPrel","activation"
"141","HLA-F","CD8B2","PPrel","activation"
"142","HLA-G","CD8A","PPrel","activation"
"143","HLA-G","CD8B","PPrel","activation"
"144","HLA-G","CD8B2","PPrel","activation"
"145","OCLN","OCLN","PPrel","binding/association"
"146","CLDN24","CLDN24","PPrel","binding/association"
"147","CLDN24","CLDN34","PPrel","binding/association"
"148","CLDN24","CLDN16","PPrel","binding/association"
"149","CLDN24","CLDN4","PPrel","binding/association"
"150","CLDN24","CLDN3","PPrel","binding/association"
"151","CLDN24","CLDN7","PPrel","binding/association"
"152","CLDN24","CLDN23","PPrel","binding/association"
"153","CLDN24","CLDN19","PPrel","binding/association"
"154","CLDN24","CLDN14","PPrel","binding/association"
"155","CLDN24","CLDN15","PPrel","binding/association"
"156","CLDN24","CLDN17","PPrel","binding/association"
"157","CLDN24","CLDN20","PPrel","binding/association"
"158","CLDN24","CLDN11","PPrel","binding/association"
"159","CLDN24","CLDN18","PPrel","binding/association"
"160","CLDN24","CLDN22","PPrel","binding/association"
"161","CLDN24","CLDN25","PPrel","binding/association"
"162","CLDN24","CLDN5","PPrel","binding/association"
"163","CLDN24","CLDN12","PPrel","binding/association"
"164","CLDN24","CLDN10","PPrel","binding/association"
"165","CLDN24","CLDN8","PPrel","binding/association"
"166","CLDN24","CLDN6","PPrel","binding/association"
"167","CLDN24","CLDN2","PPrel","binding/association"
"168","CLDN24","CLDN1","PPrel","binding/association"
"169","CLDN24","CLDN9","PPrel","binding/association"
"170","CLDN34","CLDN24","PPrel","binding/association"
"171","CLDN34","CLDN34","PPrel","binding/association"
"172","CLDN34","CLDN16","PPrel","binding/association"
"173","CLDN34","CLDN4","PPrel","binding/association"
"174","CLDN34","CLDN3","PPrel","binding/association"
"175","CLDN34","CLDN7","PPrel","binding/association"
"176","CLDN34","CLDN23","PPrel","binding/association"
"177","CLDN34","CLDN19","PPrel","binding/association"
"178","CLDN34","CLDN14","PPrel","binding/association"
"179","CLDN34","CLDN15","PPrel","binding/association"
"180","CLDN34","CLDN17","PPrel","binding/association"
"181","CLDN34","CLDN20","PPrel","binding/association"
"182","CLDN34","CLDN11","PPrel","binding/association"
"183","CLDN34","CLDN18","PPrel","binding/association"
"184","CLDN34","CLDN22","PPrel","binding/association"
"185","CLDN34","CLDN25","PPrel","binding/association"
"186","CLDN34","CLDN5","PPrel","binding/association"
"187","CLDN34","CLDN12","PPrel","binding/association"
"188","CLDN34","CLDN10","PPrel","binding/association"
"189","CLDN34","CLDN8","PPrel","binding/association"
"190","CLDN34","CLDN6","PPrel","binding/association"
"191","CLDN34","CLDN2","PPrel","binding/association"
"192","CLDN34","CLDN1","PPrel","binding/association"
"193","CLDN34","CLDN9","PPrel","binding/association"
"194","CLDN16","CLDN24","PPrel","binding/association"
"195","CLDN16","CLDN34","PPrel","binding/association"
"196","CLDN16","CLDN16","PPrel","binding/association"
"197","CLDN16","CLDN4","PPrel","binding/association"
"198","CLDN16","CLDN3","PPrel","binding/association"
"199","CLDN16","CLDN7","PPrel","binding/association"
"200","CLDN16","CLDN23","PPrel","binding/association"
"201","CLDN16","CLDN19","PPrel","binding/association"
"202","CLDN16","CLDN14","PPrel","binding/association"
"203","CLDN16","CLDN15","PPrel","binding/association"
"204","CLDN16","CLDN17","PPrel","binding/association"
"205","CLDN16","CLDN20","PPrel","binding/association"
"206","CLDN16","CLDN11","PPrel","binding/association"
"207","CLDN16","CLDN18","PPrel","binding/association"
"208","CLDN16","CLDN22","PPrel","binding/association"
"209","CLDN16","CLDN25","PPrel","binding/association"
"210","CLDN16","CLDN5","PPrel","binding/association"
